Date,Country,Population,Total_Tests,Total_Cases,Total_Deaths,Total_Recovered,Active_Cases,New Cases
2020-06-19,Burundi,11966918,382,104,1,75,28,
2020-06-20,Burundi,11966918,382,104,1,75,28,
2020-06-21,Burundi,11966918,382,144,1,93,50,
2020-06-22,Burundi,11966918,382,144,1,93,50,
2020-06-23,Burundi,11966918,382,144,1,93,50,
2020-06-24,Burundi,11966918,382,144,1,93,50,
2020-06-25,Burundi,11966918,382,144,1,93,50,
2020-06-26,Burundi,11966918,382,144,1,93,50,
2020-06-27,Burundi,11966918,493,170,1,115,54,
2020-06-28,Burundi,11966918,493,170,1,115,54,
2020-06-29,Burundi,11966918,493,170,1,115,54,
2020-06-30,Burundi,11966918,493,170,1,115,54,
2020-07-01,Burundi,11966918,493,170,1,115,54,
2020-07-02,Burundi,11966918,493,170,1,115,54,
2020-07-03,Burundi,11966918,749,191,1,118,72,
2020-07-04,Burundi,11966918,749,191,1,118,72,
2020-07-05,Burundi,11966918,749,191,1,118,72,
2020-07-06,Burundi,11966918,749,191,1,118,72,
2020-07-07,Burundi,11966918,749,191,1,118,72,
2020-07-08,Burundi,11966918,749,191,1,118,72,
2020-07-09,Burundi,11966918,749,191,1,118,72,
2020-07-10,Burundi,11966918,749,191,1,118,72,
2020-07-11,Burundi,11966918,749,191,1,118,72,
2020-07-12,Burundi,11966918,749,191,1,118,72,
2020-07-13,Burundi,11966918,6697,269,1,207,61,
2020-07-14,Burundi,11966918,6697,269,1,207,61,
2020-07-15,Burundi,11966918,6697,269,1,207,61,
2020-07-16,Burundi,11966918,6697,269,1,207,61,
2020-07-17,Burundi,11966918,6697,310,1,207,102,
2020-07-18,Burundi,11966918,6697,310,1,207,102,
2020-07-19,Burundi,11966918,6697,310,1,207,102,
2020-07-20,Burundi,11966918,6697,322,1,207,114,
2020-07-21,Burundi,11966918,6697,328,1,207,120,
2020-07-22,Burundi,11966918,6697,328,1,207,120,
2020-07-23,Burundi,11966918,6697,345,1,270,74,
2020-07-24,Burundi,11966918,11332,345,1,270,74,
2020-07-25,Burundi,11966918,13105,361,1,279,81,
2020-07-26,Burundi,11966918,13105,361,1,279,81,
2020-07-27,Burundi,11966918,13573,378,1,301,76,
2020-07-28,Burundi,11966918,13573,378,1,301,76,
2020-07-29,Burundi,11966918,14362,387,1,304,82,
2020-07-30,Burundi,11966918,14362,387,1,304,82,
2020-07-31,Burundi,11966918,14362,387,1,304,82,
2020-08-01,Burundi,11966918,15614,395,1,304,90,
2020-08-02,Burundi,11966918,15614,395,1,304,90,
2020-08-03,Burundi,11966918,15614,395,1,304,90,
2020-08-04,Burundi,11966918,15614,395,1,304,90,
2020-08-05,Burundi,11966918,15614,395,1,304,90,
2020-08-06,Burundi,11966918,15614,400,1,304,95,
2020-08-07,Burundi,11966918,17026,405,1,312,92,
2020-08-08,Burundi,11966918,17026,405,1,312,92,
2020-08-09,Burundi,11966918,17306,408,1,315,92,
2020-08-10,Burundi,11966918,17306,408,1,315,92,
2020-08-11,Burundi,11966918,17306,408,1,315,92,
2020-08-12,Burundi,11966918,17306,409,1,315,93,
2020-08-13,Burundi,11966918,17306,410,1,315,94,
2020-08-14,Burundi,11966918,17306,412,1,315,96,
2020-08-15,Burundi,11966918,17306,412,1,315,96,
2020-08-16,Burundi,11966918,17306,413,1,315,97,
2020-08-17,Burundi,11966918,19993,413,1,336,76,
2020-08-18,Burundi,11966918,19993,416,1,336,79,
2020-08-19,Burundi,11966918,19993,422,1,336,85,
2020-08-20,Burundi,11966918,19993,422,1,336,85,
2020-08-21,Burundi,11966918,19993,426,1,336,89,
2020-08-22,Burundi,11966918,19993,429,1,336,92,
2020-08-23,Burundi,11966918,19993,430,1,336,93,
2020-08-24,Burundi,11966918,22093,430,1,345,84,
2020-08-25,Burundi,11966918,22093,430,1,345,84,
2020-08-26,Burundi,11966918,22093,430,1,345,84,
2020-08-27,Burundi,11966918,22093,431,1,345,85,
2020-08-28,Burundi,11966918,22093,433,1,345,87,
2020-08-29,Burundi,11966918,24659,445,1,357,87,
2020-08-30,Burundi,11966918,24659,445,1,357,87,
2020-08-31,Burundi,11966918,24659,445,1,357,87,
2020-09-01,Burundi,11966918,24659,445,1,357,87,
2020-09-02,Burundi,11966918,24659,448,1,357,90,
2020-09-03,Burundi,11966918,24659,448,1,357,90,
2020-09-04,Burundi,11966918,24659,451,1,357,93,
2020-09-05,Burundi,11966918,24659,460,1,357,102,
2020-09-06,Burundi,11966918,24659,462,1,357,104,
2020-09-07,Burundi,11966918,27836,466,1,374,91,
2020-09-08,Burundi,11966918,27836,466,1,374,91,
2020-09-09,Burundi,11966918,27836,466,1,374,91,
2020-09-10,Burundi,11966918,27836,469,1,374,94,
2020-09-11,Burundi,11966918,27836,469,1,374,94,
2020-09-12,Burundi,11966918,27836,471,1,374,96,
2020-09-13,Burundi,11966918,27836,472,1,374,97,
2020-09-14,Burundi,11966918,27836,472,1,374,97,
2020-09-15,Burundi,11966918,27836,472,1,374,97,
2020-09-16,Burundi,11966918,27836,472,1,374,97,
2020-09-17,Burundi,11966918,27836,473,1,374,98,
2020-09-18,Burundi,11966918,27836,473,1,374,98,
2020-09-19,Burundi,11966918,27836,473,1,374,98,
2020-09-20,Burundi,11966918,34140,473,1,462,10,
2020-04-25,Cabo Verde,557339,791,90,1,1,88,
2020-04-26,Cabo Verde,557339,791,106,1,1,104,
2020-04-27,Cabo Verde,557339,791,109,1,1,107,
2020-04-28,Cabo Verde,557339,791,114,1,2,111,
2020-04-29,Cabo Verde,557339,791,114,1,2,111,
2020-04-30,Cabo Verde,557339,791,121,1,4,116,
2020-05-01,Cabo Verde,557339,791,122,1,18,103,
2020-05-02,Cabo Verde,557339,791,152,2,33,130,
2020-05-03,Cabo Verde,557339,791,165,2,33,130,
2020-05-04,Cabo Verde,557339,791,175,2,37,136,
2020-05-05,Cabo Verde,557339,791,186,2,37,147,
2020-05-06,Cabo Verde,557339,791,191,2,38,151,
2020-05-07,Cabo Verde,557339,791,218,2,38,178,
2020-05-08,Cabo Verde,557339,791,230,2,44,184,
2020-05-09,Cabo Verde,557339,791,236,2,56,178,
2020-05-10,Cabo Verde,557339,791,246,2,56,188,
2020-05-11,Cabo Verde,557339,791,260,2,58,200,
2020-05-12,Cabo Verde,557339,791,267,2,58,207,
2020-05-13,Cabo Verde,557339,791,289,2,61,226,
2020-05-14,Cabo Verde,557339,791,315,2,67,246,
2020-05-15,Cabo Verde,557339,791,326,2,67,257,
2020-05-16,Cabo Verde,557339,892,328,3,84,241,
2020-05-17,Cabo Verde,557339,892,328,3,84,241,
2020-05-18,Cabo Verde,557339,892,328,3,85,240,
2020-05-19,Cabo Verde,557339,892,335,3,85,247,
2020-05-20,Cabo Verde,557339,892,349,3,85,261,
2020-05-21,Cabo Verde,557339,892,356,3,95,258,
2020-05-22,Cabo Verde,557339,892,362,3,95,264,
2020-05-23,Cabo Verde,557339,1307,371,3,142,226,
2020-05-24,Cabo Verde,557339,1307,380,3,155,222,
2020-05-25,Cabo Verde,557339,1307,390,3,155,232,
2020-05-26,Cabo Verde,557339,1307,390,4,155,231,
2020-05-27,Cabo Verde,557339,1307,390,4,155,231,
2020-05-28,Cabo Verde,557339,1307,390,4,155,231,
2020-05-29,Cabo Verde,557339,1307,405,4,155,246,
2020-05-30,Cabo Verde,557339,1307,421,4,167,250,
2020-05-31,Cabo Verde,557339,1307,435,4,193,238,
2020-06-01,Cabo Verde,557339,1307,458,4,193,261,
2020-06-02,Cabo Verde,557339,1307,466,5,237,224,
2020-06-03,Cabo Verde,557339,1307,477,5,238,234,
2020-06-04,Cabo Verde,557339,1307,502,5,239,258,
2020-06-05,Cabo Verde,557339,1307,536,5,239,292,
2020-06-06,Cabo Verde,557339,1307,542,5,240,297,
2020-06-07,Cabo Verde,557339,1307,554,5,240,309,
2020-06-08,Cabo Verde,557339,1307,567,5,266,296,
2020-06-09,Cabo Verde,557339,1307,585,5,270,310,
2020-06-10,Cabo Verde,557339,1307,615,5,294,316,
2020-06-11,Cabo Verde,557339,1307,657,6,294,357,
2020-06-12,Cabo Verde,557339,1307,697,6,294,397,
2020-06-13,Cabo Verde,557339,1307,726,6,294,426,
2020-06-14,Cabo Verde,557339,1307,750,6,301,443,
2020-06-15,Cabo Verde,557339,1307,760,7,340,413,
2020-06-16,Cabo Verde,557339,1307,781,7,354,420,
2020-06-17,Cabo Verde,557339,1307,792,7,377,408,
2020-06-18,Cabo Verde,557339,1307,823,7,377,439,
2020-06-19,Cabo Verde,557339,1307,848,8,377,463,
2020-06-20,Cabo Verde,557339,1307,863,8,377,478,
2020-06-21,Cabo Verde,557339,1307,890,8,413,469,
2020-06-22,Cabo Verde,557339,1307,944,8,419,517,
2020-06-23,Cabo Verde,557339,1560,982,8,426,548,
2020-06-24,Cabo Verde,557339,1560,999,8,479,512,
2020-06-25,Cabo Verde,557339,1560,1003,8,562,433,
2020-06-26,Cabo Verde,557339,1560,1027,10,568,449,
2020-06-27,Cabo Verde,557339,1560,1091,12,568,511,
2020-06-28,Cabo Verde,557339,1560,1155,12,570,573,
2020-06-29,Cabo Verde,557339,1737,1165,12,608,545,
2020-06-30,Cabo Verde,557339,39000,1227,15,629,583,
2020-07-01,Cabo Verde,557339,39000,1267,15,629,623,
2020-07-02,Cabo Verde,557339,39257,1301,15,629,657,
2020-07-03,Cabo Verde,557339,39257,1382,15,629,738,
2020-07-04,Cabo Verde,557339,39257,1421,16,654,751,
2020-07-05,Cabo Verde,557339,39257,1451,17,655,779,
2020-07-06,Cabo Verde,557339,39485,1463,17,722,724,
2020-07-07,Cabo Verde,557339,39485,1499,18,724,757,
2020-07-08,Cabo Verde,557339,39485,1542,18,730,794,
2020-07-09,Cabo Verde,557339,39485,1552,18,730,804,
2020-07-10,Cabo Verde,557339,39485,1591,19,730,842,
2020-07-11,Cabo Verde,557339,39485,1623,19,748,856,
2020-07-12,Cabo Verde,557339,39485,1623,19,748,856,
2020-07-13,Cabo Verde,557339,40120,1698,19,748,931,
2020-07-14,Cabo Verde,557339,40475,1722,19,772,931,
2020-07-15,Cabo Verde,557339,41091,1780,19,850,911,
2020-07-16,Cabo Verde,557339,41091,1894,19,902,973,
2020-07-17,Cabo Verde,557339,41634,1939,19,902,1018,
2020-07-18,Cabo Verde,557339,41634,2014,21,913,1080,
2020-07-19,Cabo Verde,557339,41634,2045,21,973,1051,
2020-07-20,Cabo Verde,557339,41634,2071,21,1063,987,
2020-07-21,Cabo Verde,557339,41634,2107,21,1100,986,
2020-07-22,Cabo Verde,557339,41634,2154,21,1132,1001,
2020-07-23,Cabo Verde,557339,41634,2190,21,1150,1019,
2020-07-24,Cabo Verde,557339,41634,2220,22,1216,982,
2020-07-25,Cabo Verde,557339,41634,2258,22,1363,873,
2020-07-26,Cabo Verde,557339,41634,2307,22,1447,838,
2020-07-27,Cabo Verde,557339,41634,2328,22,1550,756,
2020-07-28,Cabo Verde,557339,41634,2354,22,1616,716,
2020-07-29,Cabo Verde,557339,41634,2373,23,1694,656,
2020-07-30,Cabo Verde,557339,41634,2418,23,1694,701,
2020-07-31,Cabo Verde,557339,41634,2451,23,1824,604,
2020-08-01,Cabo Verde,557339,41634,2480,24,1837,619,
2020-08-02,Cabo Verde,557339,41634,2547,24,1860,663,
2020-08-03,Cabo Verde,557339,41634,2583,25,1911,647,
2020-08-04,Cabo Verde,557339,61633,2631,26,1930,675,
2020-08-05,Cabo Verde,557339,61633,2689,27,1955,707,
2020-08-06,Cabo Verde,557339,61633,2734,27,2010,697,
2020-08-07,Cabo Verde,557339,61633,2780,29,2042,709,
2020-08-08,Cabo Verde,557339,61633,2835,32,2073,730,
2020-08-09,Cabo Verde,557339,61633,2858,32,2086,740,
2020-08-10,Cabo Verde,557339,61633,2883,32,2128,723,
2020-08-11,Cabo Verde,557339,61633,2920,33,2148,739,
2020-08-12,Cabo Verde,557339,61633,3000,33,2172,795,
2020-08-13,Cabo Verde,557339,61633,3073,33,2232,808,
2020-08-14,Cabo Verde,557339,61633,3136,33,2254,849,
2020-08-15,Cabo Verde,557339,61633,3163,34,2302,827,
2020-08-16,Cabo Verde,557339,61633,3179,35,2317,827,
2020-08-17,Cabo Verde,557339,61633,3203,36,2336,831,
2020-08-18,Cabo Verde,557339,61633,3253,36,2390,827,
2020-08-19,Cabo Verde,557339,61633,3321,36,2442,843,
2020-08-20,Cabo Verde,557339,73900,3368,37,2462,869,
2020-08-21,Cabo Verde,557339,73900,3412,37,2498,877,
2020-08-22,Cabo Verde,557339,73900,3455,37,2538,880,
2020-08-23,Cabo Verde,557339,73900,3509,37,2540,932,
2020-08-24,Cabo Verde,557339,74177,3532,37,2599,896,
2020-08-25,Cabo Verde,557339,74177,3568,37,2673,858,
2020-08-26,Cabo Verde,557339,76576,3630,38,2713,879,
2020-08-27,Cabo Verde,557339,76576,3699,38,2749,912,
2020-08-28,Cabo Verde,557339,76576,3745,38,2807,900,
2020-08-29,Cabo Verde,557339,76576,3778,39,2855,884,
2020-08-30,Cabo Verde,557339,76576,3852,40,2867,945,
2020-08-31,Cabo Verde,557339,76576,3884,40,2916,928,
2020-09-01,Cabo Verde,557339,76576,3970,40,3423,507,
2020-09-02,Cabo Verde,557339,76576,4048,41,3460,547,
2020-09-03,Cabo Verde,557339,76576,4125,41,3502,582,
2020-09-04,Cabo Verde,557339,76576,4200,41,3562,597,
2020-09-05,Cabo Verde,557339,76576,4275,42,3611,622,
2020-09-06,Cabo Verde,557339,76576,4330,42,3628,660,
2020-09-07,Cabo Verde,557339,76576,4358,42,3790,526,
2020-09-08,Cabo Verde,557339,76576,4400,42,3851,507,
2020-09-09,Cabo Verde,557339,76576,4473,43,3915,515,
2020-09-10,Cabo Verde,557339,76576,4557,43,3993,521,
2020-09-11,Cabo Verde,557339,76576,4651,44,4076,531,
2020-09-12,Cabo Verde,557339,76576,4711,44,4104,563,
2020-09-13,Cabo Verde,557339,76576,4813,44,4119,650,
2020-09-14,Cabo Verde,557339,76576,4839,45,4240,554,
2020-09-15,Cabo Verde,557339,76576,4904,46,4294,564,
2020-09-16,Cabo Verde,557339,76576,4978,47,4430,501,
2020-09-17,Cabo Verde,557339,76576,5063,49,4465,549,
2020-09-18,Cabo Verde,557339,76576,5141,50,4548,543,
2020-09-19,Cabo Verde,557339,76576,5186,50,4581,555,
2020-09-20,Cabo Verde,557339,76576,5257,51,4599,607,
2020-05-02,Cambodia,16770463,12304,122,0,120,2,
2020-07-11,Cameroon,26689491,120837,15173,359,11928,2886,
2020-07-12,Cameroon,26689491,120837,15173,359,11928,2886,
2020-07-13,Cameroon,26689491,120837,15173,359,11928,2886,
2020-07-14,Cameroon,26689491,120837,15173,359,11928,2886,
2020-07-15,Cameroon,26689491,120837,15173,359,11928,2886,
2020-07-16,Cameroon,26689491,135000,16157,373,13728,2056,
2020-07-17,Cameroon,26689491,135000,16157,373,13728,2056,
2020-07-18,Cameroon,26689491,135000,16157,373,13728,2056,
2020-07-19,Cameroon,26689491,135000,16157,373,13728,2056,
