Date,Country,Population,Total_Tests,Total_Cases,Total_Deaths,Total_Recovered,Active_Cases,New Cases
2020-06-07,Jamaica,2964099,14223,596,10,404,182,
2020-06-08,Jamaica,2964099,14586,598,10,405,183,
2020-06-09,Jamaica,2964099,14802,599,10,405,184,
2020-06-10,Jamaica,2964099,15153,605,10,407,188,
2020-06-11,Jamaica,2964099,15153,605,10,407,188,
2020-06-12,Jamaica,2964099,15153,611,10,408,193,
2020-06-13,Jamaica,2964099,15850,614,10,417,187,
2020-06-14,Jamaica,2964099,16347,615,10,420,185,
2020-06-15,Jamaica,2964099,16492,617,10,420,187,
2020-06-16,Jamaica,2964099,16947,621,10,449,162,
2020-06-17,Jamaica,2964099,16947,621,10,449,162,
2020-06-18,Jamaica,2964099,17463,626,10,451,165,
2020-06-19,Jamaica,2964099,18621,638,10,458,170,
2020-06-20,Jamaica,2964099,19617,652,10,458,184,
2020-06-21,Jamaica,2964099,20160,657,10,462,185,
2020-06-22,Jamaica,2964099,20434,659,10,516,133,
2020-06-23,Jamaica,2964099,21278,665,10,516,139,
2020-06-24,Jamaica,2964099,21658,670,10,518,142,
2020-06-25,Jamaica,2964099,22261,678,10,521,147,
2020-06-26,Jamaica,2964099,22712,684,10,526,148,
2020-06-27,Jamaica,2964099,23331,686,10,539,137,
2020-06-28,Jamaica,2964099,23583,690,10,552,128,
2020-06-29,Jamaica,2964099,23881,696,10,552,134,
2020-06-30,Jamaica,2964099,24174,698,10,553,135,
2020-07-01,Jamaica,2964099,24501,702,10,553,139,
2020-07-02,Jamaica,2964099,24951,707,10,555,142,
2020-07-03,Jamaica,2964099,25229,715,10,560,145,
2020-07-04,Jamaica,2964099,25750,721,10,565,146,
2020-07-05,Jamaica,2964099,26002,728,10,569,149,
2020-07-06,Jamaica,2964099,26532,732,10,584,138,
2020-07-07,Jamaica,2964099,26798,737,10,591,136,
2020-07-08,Jamaica,2964099,27142,745,10,599,136,
2020-07-09,Jamaica,2964099,27357,751,10,600,141,
2020-07-10,Jamaica,2964099,27836,753,10,605,138,
2020-07-11,Jamaica,2964099,27836,753,10,605,138,
2020-07-12,Jamaica,2964099,28219,758,10,620,128,
2020-07-13,Jamaica,2964099,28219,758,10,620,128,
2020-07-14,Jamaica,2964099,28453,759,10,628,121,
2020-07-15,Jamaica,2964099,28603,762,10,643,109,
2020-07-16,Jamaica,2964099,28959,763,10,647,106,
2020-07-17,Jamaica,2964099,29443,765,10,647,108,
2020-07-18,Jamaica,2964099,29653,768,10,678,80,
2020-07-19,Jamaica,2964099,30226,774,10,679,85,
2020-07-20,Jamaica,2964099,30962,790,10,693,87,
2020-07-21,Jamaica,2964099,32053,809,10,706,93,
2020-07-22,Jamaica,2964099,32552,810,10,709,91,
2020-07-23,Jamaica,2964099,33170,816,10,710,96,
2020-07-24,Jamaica,2964099,33762,821,10,711,100,
2020-07-25,Jamaica,2964099,34660,831,10,711,110,
2020-07-26,Jamaica,2964099,35417,837,10,711,116,
2020-07-27,Jamaica,2964099,36194,842,10,714,118,
2020-07-28,Jamaica,2964099,36795,853,10,714,129,
2020-07-29,Jamaica,2964099,37210,855,10,724,121,
2020-07-30,Jamaica,2964099,37527,856,10,724,122,
2020-07-31,Jamaica,2964099,37527,864,10,724,130,
2020-08-01,Jamaica,2964099,38733,878,10,726,142,
2020-08-02,Jamaica,2964099,39053,883,10,743,130,
2020-08-03,Jamaica,2964099,39769,894,12,743,139,
2020-08-04,Jamaica,2964099,40095,905,12,743,150,
2020-08-05,Jamaica,2964099,40726,920,12,745,163,
2020-08-06,Jamaica,2964099,41299,928,12,745,171,
2020-08-07,Jamaica,2964099,41840,958,12,745,201,
2020-08-08,Jamaica,2964099,42447,987,13,745,229,
2020-08-09,Jamaica,2964099,42964,1003,13,745,245,
2020-08-10,Jamaica,2964099,43382,1023,14,745,264,
2020-08-11,Jamaica,2964099,43778,1031,14,745,272,
2020-08-12,Jamaica,2964099,44371,1047,14,753,280,
2020-08-13,Jamaica,2964099,44925,1065,14,753,298,
2020-08-14,Jamaica,2964099,45279,1071,14,754,303,
2020-08-15,Jamaica,2964099,45720,1082,14,761,307,
2020-08-16,Jamaica,2964099,46227,1106,14,761,331,
2020-08-17,Jamaica,2964099,46517,1113,14,764,335,
2020-08-18,Jamaica,2964099,46924,1129,14,764,351,
2020-08-19,Jamaica,2964099,47865,1146,14,770,362,
2020-08-20,Jamaica,2964099,49215,1192,14,772,406,
2020-08-21,Jamaica,2964099,50683,1290,15,788,487,
2020-08-22,Jamaica,2964099,51765,1346,16,788,542,
2020-08-23,Jamaica,2964099,52502,1413,16,817,580,
2020-08-24,Jamaica,2964099,53390,1529,16,819,694,
2020-08-25,Jamaica,2964099,54055,1612,16,819,777,
2020-08-26,Jamaica,2964099,54658,1732,19,840,873,
2020-08-27,Jamaica,2964099,55099,1804,19,846,939,
2020-08-28,Jamaica,2964099,55605,1870,19,846,1005,
2020-08-29,Jamaica,2964099,56494,2011,19,888,1104,
2020-08-30,Jamaica,2964099,57075,2113,20,890,1203,
2020-08-31,Jamaica,2964099,58279,2357,21,890,1446,
2020-09-01,Jamaica,2964099,59107,2459,21,890,1548,
2020-09-02,Jamaica,2964099,60309,2683,24,898,1761,
2020-09-03,Jamaica,2964099,61229,2822,27,900,1895,
2020-09-04,Jamaica,2964099,61690,2896,29,921,1946,
2020-09-05,Jamaica,2964099,62258,2964,30,922,2012,
2020-09-06,Jamaica,2964099,62609,3024,32,950,2042,
2020-09-07,Jamaica,2964099,63252,3103,33,958,2112,
2020-09-08,Jamaica,2964099,63890,3183,34,974,2175,
2020-09-09,Jamaica,2964099,64711,3323,36,992,2295,
2020-09-10,Jamaica,2964099,65623,3437,38,1019,2380,
2020-09-11,Jamaica,2964099,66072,3511,40,1019,2452,
2020-09-12,Jamaica,2964099,66715,3623,40,1072,2511,
2020-09-13,Jamaica,2964099,67347,3771,42,1149,2580,
2020-09-14,Jamaica,2964099,67973,3933,44,1161,2728,
2020-09-15,Jamaica,2964099,68491,4042,46,1163,2833,
2020-09-16,Jamaica,2964099,69026,4164,46,1180,2938,
2020-09-17,Jamaica,2964099,70077,4374,51,1225,3098,
2020-09-18,Jamaica,2964099,71052,4571,55,1264,3252,
2020-09-19,Jamaica,2964099,71693,4758,60,1327,3371,
2020-09-20,Jamaica,2964099,72327,4988,67,1350,3571,
2020-04-18,Japan,126387411,111325,10296,222,1069,9005,
2020-04-19,Japan,126387411,112816,10797,236,1159,9402,
2020-04-20,Japan,126387411,116725,11135,263,1239,9633,
2020-04-21,Japan,126387411,124550,11512,281,1356,9875,
2020-04-22,Japan,126387411,130587,11950,299,1424,10227,
2020-04-23,Japan,126387411,135983,12368,328,1494,10546,
2020-04-24,Japan,126387411,141600,12712,345,1530,10837,
2020-04-25,Japan,126387411,147454,13231,360,1656,11215,
2020-04-26,Japan,126387411,149074,13441,372,1809,11260,
2020-04-27,Japan,126387411,150692,13614,385,1899,11330,
2020-04-28,Japan,126387411,160546,13736,394,1899,11443,
2020-04-29,Japan,126387411,164255,13895,413,2368,11114,
2020-04-30,Japan,126387411,165609,14088,430,2460,11198,
2020-05-01,Japan,126387411,174150,14305,455,2975,10875,
2020-05-02,Japan,126387411,183251,14571,474,3981,10409,
2020-05-03,Japan,126387411,183251,14877,487,3981,10409,
2020-05-04,Japan,126387411,184586,15078,536,4156,10386,
2020-05-05,Japan,126387411,186343,15253,556,4496,10201,
2020-05-06,Japan,126387411,186343,15253,556,4496,10201,
2020-05-07,Japan,126387411,190030,15477,577,4918,9982,
2020-05-08,Japan,126387411,202013,15575,590,5146,9839,
2020-05-09,Japan,126387411,211997,15663,607,5906,9150,
2020-05-10,Japan,126387411,214256,15777,624,8127,7026,
2020-05-11,Japan,126387411,218204,15847,633,8293,6921,
2020-05-12,Japan,126387411,223649,15968,657,8531,6780,
2020-05-13,Japan,126387411,223667,16049,678,8920,6451,
2020-05-14,Japan,126387411,233144,16120,697,9868,5555,
2020-05-15,Japan,126387411,233144,16203,713,10338,5152,
2020-05-16,Japan,126387411,240368,16237,725,10338,5174,
2020-05-17,Japan,126387411,244452,16285,744,11153,4388,
2020-05-18,Japan,126387411,250151,16305,749,11564,3992,
2020-05-19,Japan,126387411,255675,16367,768,11564,4035,
2020-05-20,Japan,126387411,255675,16367,768,11564,4035,
2020-05-21,Japan,126387411,261572,16424,777,12672,2975,
2020-05-22,Japan,126387411,265502,16513,796,13005,2712,
2020-05-23,Japan,126387411,268477,16536,808,13244,2484,
2020-05-24,Japan,126387411,271201,16550,820,13413,2317,
2020-05-25,Japan,126387411,435412,16581,830,13612,2139,
2020-05-26,Japan,126387411,276170,16623,846,13810,1967,
2020-05-27,Japan,126387411,278642,16651,858,13973,1820,
2020-05-28,Japan,126387411,281293,16683,867,14147,1669,
2020-05-29,Japan,126387411,284763,16719,874,14254,1591,
2020-05-30,Japan,126387411,287754,16804,886,14406,1512,
2020-05-31,Japan,126387411,290436,16851,891,14459,1501,
2020-06-01,Japan,126387411,292569,16884,892,14502,1490,
2020-06-02,Japan,126387411,296383,16930,894,14650,1386,
2020-06-03,Japan,126387411,300277,16986,900,14771,1315,
2020-06-04,Japan,126387411,303633,17018,903,14867,1248,
2020-06-05,Japan,126387411,307462,17064,907,14972,1185,
2020-06-06,Japan,126387411,311447,17103,914,15079,1110,
2020-06-07,Japan,126387411,314483,17141,916,15139,1086,
2020-06-08,Japan,126387411,316848,17174,916,15148,1110,
2020-06-09,Japan,126387411,321053,17210,916,15213,1081,
2020-06-10,Japan,126387411,324675,17251,919,15298,1034,
2020-06-11,Japan,126387411,328730,17292,920,15383,989,
2020-06-12,Japan,126387411,332207,17332,922,15493,917,
2020-06-13,Japan,126387411,336161,17382,924,15580,878,
2020-06-14,Japan,126387411,338758,17429,925,15643,861,
2020-06-15,Japan,126387411,340918,17502,925,15686,891,
2020-06-16,Japan,126387411,344526,17587,927,15701,959,
2020-06-17,Japan,126387411,348051,17628,931,15850,847,
2020-06-18,Japan,126387411,396433,17668,935,15930,803,
2020-06-19,Japan,126387411,403380,17740,935,16008,797,
2020-06-20,Japan,126387411,409022,17799,952,16077,770,
2020-06-21,Japan,126387411,412669,17864,953,16108,803,
2020-06-22,Japan,126387411,417951,17916,953,16133,830,
2020-06-23,Japan,126387411,424767,17968,955,16212,801,
2020-06-24,Japan,126387411,429481,18024,963,16263,798,
2020-06-25,Japan,126387411,435495,18110,968,16320,822,
2020-06-26,Japan,126387411,440739,18197,969,16392,836,
2020-06-27,Japan,126387411,446589,18297,971,16452,874,
2020-06-28,Japan,126387411,451772,18390,971,16505,914,
2020-06-29,Japan,126387411,454609,18476,972,16557,947,
2020-06-30,Japan,126387411,461446,18593,972,16631,990,
2020-07-01,Japan,126387411,467444,18723,974,16731,1018,
2020-07-02,Japan,126387411,475308,18874,975,16772,1127,
2020-07-03,Japan,126387411,481877,19068,976,16866,1226,
2020-07-04,Japan,126387411,490287,19282,977,16959,1346,
2020-07-05,Japan,126387411,495164,19522,977,17050,1495,
2020-07-06,Japan,126387411,499898,19775,977,17124,1674,
2020-07-07,Japan,126387411,509993,19981,978,17197,1806,
2020-07-08,Japan,126387411,518210,20174,980,17331,1863,
2020-07-09,Japan,126387411,527546,20371,981,17466,1924,
2020-07-10,Japan,126387411,540411,20719,982,17652,2085,
2020-07-11,Japan,126387411,551658,21129,982,17849,2298,
2020-07-12,Japan,126387411,558622,21502,982,18003,2517,
2020-07-13,Japan,126387411,562105,21868,982,18103,2783,
2020-07-14,Japan,126387411,574432,22220,982,18282,2956,
2020-07-15,Japan,126387411,586706,22508,984,18545,2979,
2020-07-16,Japan,126387411,599239,22890,985,18814,3091,
2020-07-17,Japan,126387411,617049,23473,985,19096,3392,
2020-07-18,Japan,126387411,626149,24132,985,19366,3781,
2020-07-19,Japan,126387411,634997,24642,985,19576,4081,
2020-07-20,Japan,126387411,639821,25096,985,19757,4354,
2020-07-21,Japan,126387411,657535,25736,988,20155,4593,
2020-07-22,Japan,126387411,670619,26303,989,20651,4663,
2020-07-23,Japan,126387411,688036,27029,990,21035,5004,
2020-07-24,Japan,126387411,697512,27956,992,21328,5636,
2020-07-25,Japan,126387411,704400,28786,993,21567,6226,
2020-07-26,Japan,126387411,715283,29382,996,21762,6624,
2020-07-27,Japan,126387411,720501,29989,996,22116,6877,
2020-07-28,Japan,126387411,746229,30961,998,22811,7152,
2020-07-29,Japan,126387411,765346,31901,1001,23507,7393,
2020-07-30,Japan,126387411,785224,33049,1004,24179,7866,
2020-07-31,Japan,126387411,806067,34372,1006,24929,8437,
2020-08-01,Japan,126387411,824748,35836,1011,25506,9319,
2020-08-02,Japan,126387411,836404,36689,1011,25906,9772,
2020-08-03,Japan,126387411,849115,38687,1012,26487,11188,
2020-08-04,Japan,126387411,877134,39858,1016,27197,11645,
2020-08-05,Japan,126387411,897340,41129,1022,28028,12079,
2020-08-06,Japan,126387411,938739,42263,1026,28877,12360,
2020-08-07,Japan,126387411,961915,43815,1033,30153,12629,
2020-08-08,Japan,126387411,986101,45439,1039,31307,13093,
2020-08-09,Japan,126387411,1001281,46783,1040,32312,13431,
2020-08-10,Japan,126387411,1016197,47990,1047,33058,13885,
2020-08-11,Japan,126387411,1024235,48928,1052,33975,13901,
2020-08-12,Japan,126387411,1058164,50210,1059,34888,14263,
2020-08-13,Japan,126387411,1085322,51147,1063,36134,13950,
2020-08-14,Japan,126387411,1107537,52217,1073,37479,13665,
2020-08-15,Japan,126387411,1164029,53577,1085,38945,13547,
2020-08-16,Japan,126387411,1177313,54714,1088,40080,13546,
2020-08-17,Japan,126387411,1186468,55667,1099,41196,13372,
2020-08-18,Japan,126387411,1214145,56685,1115,42284,13286,
2020-08-19,Japan,126387411,1236180,57550,1128,43835,12587,
2020-08-20,Japan,126387411,1259422,58501,1144,45266,12091,
2020-08-21,Japan,126387411,1282693,59721,1155,46467,12099,
2020-08-22,Japan,126387411,1306128,60733,1169,47622,11942,
2020-08-23,Japan,126387411,1321079,61747,1176,48550,12021,
2020-08-24,Japan,126387411,1333884,62507,1181,49340,11986,
2020-08-25,Japan,126387411,1357628,63121,1196,50431,11494,
2020-08-26,Japan,126387411,1376783,63822,1209,51688,10925,
2020-08-27,Japan,126387411,1397400,64668,1226,52823,10619,
2020-08-28,Japan,126387411,1420589,65573,1238,53995,10340,
2020-08-29,Japan,126387411,1440826,66423,1255,55341,9827,
2020-08-30,Japan,126387411,1455610,67264,1264,56164,9836,
2020-08-31,Japan,126387411,1467132,67865,1279,56802,9784,
2020-09-01,Japan,126387411,1490975,68392,1296,57823,9273,
2020-09-02,Japan,126387411,1510462,69001,1307,58428,9266,
2020-09-03,Japan,126387411,1536221,69599,1319,59524,8756,
2020-09-04,Japan,126387411,1560505,70268,1330,60417,8521,
2020-09-05,Japan,126387411,1577444,70876,1349,61445,8082,
2020-09-06,Japan,126387411,1590895,71419,1357,62076,7986,
2020-09-07,Japan,126387411,1596561,71856,1363,62536,7957,
2020-09-08,Japan,126387411,1622149,72234,1377,63282,7575,
2020-09-09,Japan,126387411,1637723,72726,1393,64100,7233,
2020-09-10,Japan,126387411,1662091,73221,1406,64835,6980,
2020-09-11,Japan,126387411,1685711,73901,1412,65590,6899,
2020-09-12,Japan,126387411,1703734,74544,1423,66280,6841,
2020-09-13,Japan,126387411,1715960,75218,1439,66899,6880,
2020-09-14,Japan,126387411,1718055,75657,1442,67242,6973,
2020-09-15,Japan,126387411,1745311,75958,1451,67831,6676,
2020-09-16,Japan,126387411,1766478,76448,1461,68532,6455,
2020-09-17,Japan,126387411,1786342,77009,1473,69253,6283,
2020-09-18,Japan,126387411,1811516,77494,1482,69899,6113,
2020-09-19,Japan,126387411,1831246,78073,1495,70495,6083,
2020-09-20,Japan,126387411,1842506,78657,1500,71030,6127,
2020-04-18,Jordan,10225858,20500,413,7,269,137,
2020-04-19,Jordan,10225858,29000,417,7,276,134,
2020-04-20,Jordan,10225858,33000,425,7,282,136,
2020-04-21,Jordan,10225858,33000,428,7,297,124,
2020-04-22,Jordan,10225858,35000,435,7,315,113,
2020-04-23,Jordan,10225858,36000,437,7,318,112,
2020-04-24,Jordan,10225858,61608,441,7,326,108,
2020-04-25,Jordan,10225858,63737,444,7,332,105,
2020-04-26,Jordan,10225858,63737,447,7,337,103,
2020-04-27,Jordan,10225858,63737,449,7,342,100,
2020-04-28,Jordan,10225858,63737,449,8,348,93,
2020-04-29,Jordan,10225858,63737,451,8,356,87,
2020-04-30,Jordan,10225858,63737,453,8,362,83,
2020-05-01,Jordan,10225858,78885,459,8,364,87,
2020-05-02,Jordan,10225858,84593,460,9,367,85,
2020-05-03,Jordan,10225858,84593,461,9,367,85,
2020-05-04,Jordan,10225858,87618,465,9,370,86,
2020-05-05,Jordan,10225858,91666,471,9,375,87,
2020-05-06,Jordan,10225858,97110,473,9,377,87,
2020-05-07,Jordan,10225858,101734,494,9,381,104,
2020-05-08,Jordan,10225858,106314,508,9,385,114,
2020-05-09,Jordan,10225858,111285,522,9,387,126,
2020-05-10,Jordan,10225858,111285,540,9,389,142,
2020-05-11,Jordan,10225858,119260,562,9,390,163,
2020-05-12,Jordan,10225858,123600,576,9,390,177,
2020-05-13,Jordan,10225858,127307,582,9,392,181,
2020-05-14,Jordan,10225858,131985,586,9,393,184,
2020-05-15,Jordan,10225858,136229,596,9,401,186,
2020-05-16,Jordan,10225858,140222,607,9,404,194,
2020-05-17,Jordan,10225858,144356,613,9,408,196,
2020-05-18,Jordan,10225858,144356,629,9,413,207,
2020-05-19,Jordan,10225858,148482,649,9,417,223,
2020-05-20,Jordan,10225858,148482,672,9,446,217,
2020-05-21,Jordan,10225858,156663,684,9,457,218,
2020-05-22,Jordan,10225858,159320,700,9,461,230,
2020-05-23,Jordan,10225858,161722,704,9,470,225,
2020-05-24,Jordan,10225858,163173,708,9,471,228,
2020-05-25,Jordan,10225858,165109,711,9,479,223,
2020-05-26,Jordan,10225858,167892,718,9,586,123,
2020-05-27,Jordan,10225858,167892,720,9,486,225,
2020-05-28,Jordan,10225858,177092,728,9,497,222,
2020-05-29,Jordan,10225858,180119,730,9,507,214,
2020-05-30,Jordan,10225858,183641,734,9,507,218,
2020-05-31,Jordan,10225858,187990,739,9,522,208,
2020-06-01,Jordan,10225858,193060,746,9,535,202,
2020-06-02,Jordan,10225858,198879,755,9,549,197,
2020-06-03,Jordan,10225858,204374,757,9,561,187,
2020-06-04,Jordan,10225858,210401,765,9,566,190,
2020-06-05,Jordan,10225858,213815,784,9,571,204,
2020-06-06,Jordan,10225858,217905,795,9,586,200,
2020-06-07,Jordan,10225858,222128,808,9,607,192,
2020-06-08,Jordan,10225858,228778,831,9,627,195,
2020-06-09,Jordan,10225858,235014,845,9,657,179,
2020-06-10,Jordan,10225858,240436,863,9,663,191,
2020-06-11,Jordan,10225858,249431,890,9,670,211,
2020-06-12,Jordan,10225858,257149,915,9,671,235,
2020-06-13,Jordan,10225858,266873,953,9,678,266,
2020-06-14,Jordan,10225858,275480,961,9,682,270,
2020-06-15,Jordan,10225858,283673,979,9,692,278,
2020-06-16,Jordan,10225858,292623,981,9,693,279,
2020-06-17,Jordan,10225858,302502,987,9,693,285,
2020-06-18,Jordan,10225858,310732,1001,9,697,295,
2020-06-19,Jordan,10225858,318410,1008,9,708,291,
2020-06-20,Jordan,10225858,325155,1015,9,722,284,
2020-06-21,Jordan,10225858,330869,1033,9,739,285,
2020-06-22,Jordan,10225858,336133,1042,9,751,282,
2020-06-23,Jordan,10225858,341161,1047,9,772,266,
2020-06-24,Jordan,10225858,348679,1071,9,782,280,
2020-06-25,Jordan,10225858,355004,1086,9,797,280,
2020-06-26,Jordan,10225858,362326,1104,9,830,265,
2020-06-27,Jordan,10225858,369560,1111,9,841,261,
2020-06-28,Jordan,10225858,374708,1121,9,860,252,
2020-06-29,Jordan,10225858,379796,1128,9,867,252,
2020-06-30,Jordan,10225858,385638,1132,9,882,241,
2020-07-01,Jordan,10225858,392400,1133,9,886,238,
2020-07-02,Jordan,10225858,400933,1136,9,889,238,
2020-07-03,Jordan,10225858,408735,1147,10,897,240,
2020-07-04,Jordan,10225858,415385,1150,10,902,238,
2020-07-05,Jordan,10225858,420893,1164,10,942,212,
2020-07-06,Jordan,10225858,426258,1167,10,957,200,
2020-07-07,Jordan,10225858,434295,1169,10,969,190,
2020-07-08,Jordan,10225858,440825,1169,10,977,182,
2020-07-09,Jordan,10225858,448701,1169,10,982,177,
2020-07-10,Jordan,10225858,454575,1173,10,986,177,
2020-07-11,Jordan,10225858,460383,1176,10,991,175,
2020-07-12,Jordan,10225858,466055,1179,10,997,172,
2020-07-13,Jordan,10225858,471801,1183,10,1008,165,
2020-07-14,Jordan,10225858,477448,1198,10,1013,175,
2020-07-15,Jordan,10225858,483111,1201,10,1016,175,
2020-07-16,Jordan,10225858,492161,1206,10,1019,177,
2020-07-17,Jordan,10225858,500062,1209,10,1021,178,
2020-07-18,Jordan,10225858,507217,1214,11,1022,181,
2020-07-19,Jordan,10225858,513932,1218,11,1024,183,
2020-07-20,Jordan,10225858,519998,1223,11,1028,184,
2020-07-21,Jordan,10225858,527094,1113,11,1034,68,
2020-07-22,Jordan,10225858,534319,1120,11,1035,74,
2020-07-23,Jordan,10225858,542868,1131,11,1035,85,
2020-07-24,Jordan,10225858,550656,1146,11,1035,100,
2020-07-25,Jordan,10225858,558451,1154,11,1036,107,
2020-07-26,Jordan,10225858,565109,1168,11,1041,116,
2020-07-27,Jordan,10225858,571390,1176,11,1041,124,
2020-07-28,Jordan,10225858,577754,1182,11,1042,129,
2020-07-29,Jordan,10225858,585469,1187,11,1049,127,
2020-07-30,Jordan,10225858,592524,1191,11,1072,108,
2020-07-31,Jordan,10225858,597895,1193,11,1084,98,
2020-08-01,Jordan,10225858,603237,1208,11,1094,103,
2020-08-02,Jordan,10225858,607543,1213,11,1099,103,
2020-08-03,Jordan,10225858,611875,1218,11,1131,76,
2020-08-04,Jordan,10225858,616656,1224,11,1155,58,
2020-08-05,Jordan,10225858,622620,1231,11,1160,60,
2020-08-06,Jordan,10225858,628745,1232,11,1171,50,
2020-08-07,Jordan,10225858,634721,1237,11,1178,48,
2020-08-08,Jordan,10225858,640548,1246,11,1178,57,
2020-08-09,Jordan,10225858,646473,1252,11,1187,54,
2020-08-10,Jordan,10225858,652759,1268,11,1187,70,
2020-08-11,Jordan,10225858,659012,1283,11,1189,83,
2020-08-12,Jordan,10225858,665653,1303,11,1215,77,
2020-08-13,Jordan,10225858,672344,1320,11,1222,87,
2020-08-14,Jordan,10225858,679751,1329,11,1229,89,
2020-08-15,Jordan,10225858,686351,1339,11,1229,99,
2020-08-16,Jordan,10225858,692760,1378,11,1236,131,
2020-08-17,Jordan,10225858,698931,1398,11,1241,146,
2020-08-18,Jordan,10225858,705920,1438,11,1243,184,
2020-08-19,Jordan,10225858,713214,1482,11,1259,212,
2020-08-20,Jordan,10225858,720972,1498,11,1261,226,
2020-08-21,Jordan,10225858,728339,1532,11,1262,259,
2020-08-22,Jordan,10225858,737273,1576,11,1268,297,
2020-08-23,Jordan,10225858,745100,1609,12,1320,277,
2020-08-24,Jordan,10225858,752568,1639,14,1335,290,
2020-08-25,Jordan,10225858,763137,1716,14,1344,358,
2020-08-26,Jordan,10225858,777222,1756,15,1355,386,
2020-08-27,Jordan,10225858,791172,1801,15,1364,422,
2020-08-28,Jordan,10225858,800446,1869,15,1367,487,
2020-08-29,Jordan,10225858,810061,1893,15,1447,431,
2020-08-30,Jordan,10225858,819171,1966,15,1468,483,
2020-08-31,Jordan,10225858,828380,2034,15,1508,511,
2020-09-01,Jordan,10225858,839241,2097,15,1564,518,
2020-09-02,Jordan,10225858,850088,2161,15,1610,536,
2020-09-03,Jordan,10225858,861330,2233,15,1648,570,
2020-09-04,Jordan,10225858,873205,2301,16,1676,609,
2020-09-05,Jordan,10225858,882473,2353,16,1700,637,
2020-09-06,Jordan,10225858,894398,2411,16,1756,639,
2020-09-07,Jordan,10225858,903365,2478,17,1817,644,
2020-09-08,Jordan,10225858,915469,2581,19,1885,677,
2020-09-09,Jordan,10225858,925234,2659,19,1919,721,
2020-09-10,Jordan,10225858,941018,2739,20,1981,738,
2020-09-11,Jordan,10225858,959025,2945,21,2084,840,
2020-09-12,Jordan,10225858,968247,3062,22,2156,884,
2020-09-13,Jordan,10225858,979569,3314,24,2206,1084,
2020-09-14,Jordan,10225858,989579,3528,26,2255,1247,
2020-09-15,Jordan,10225858,1004323,3677,26,2311,1340,
2020-09-16,Jordan,10225858,1019085,3852,26,2349,1477,
2020-09-17,Jordan,10225858,1033934,4131,26,2415,1690,
2020-09-18,Jordan,10225858,1045700,4344,29,2511,1804,
2020-09-19,Jordan,10225858,1057184,4540,30,2672,1838,
2020-09-20,Jordan,10225858,1070621,4779,30,2844,1905,
2020-04-18,Kazakhstan,18826888,100878,1615,17,377,1221,
2020-04-19,Kazakhstan,18826888,100878,1676,17,400,1259,
2020-04-20,Kazakhstan,18826888,117949,1852,19,447,1386,
2020-04-21,Kazakhstan,18826888,126727,1995,19,489,1487,
2020-04-22,Kazakhstan,18826888,139207,2135,19,515,1601,
2020-04-23,Kazakhstan,18826888,153492,2289,20,560,1709,
2020-04-24,Kazakhstan,18826888,153492,2416,25,604,1787,
2020-04-25,Kazakhstan,18826888,180502,2601,25,646,1930,
2020-04-26,Kazakhstan,18826888,196298,2717,25,682,2010,
2020-04-27,Kazakhstan,18826888,205560,2835,25,720,2090,
2020-04-28,Kazakhstan,18826888,216276,3027,25,774,2228,
2020-04-29,Kazakhstan,18826888,232415,3138,25,819,2294,
2020-04-30,Kazakhstan,18826888,249527,3402,25,866,2511,
2020-05-01,Kazakhstan,18826888,268534,3597,25,922,2650,
2020-05-02,Kazakhstan,18826888,296136,3857,25,1084,2809,
2020-05-03,Kazakhstan,18826888,296136,3920,27,1084,2809,
2020-05-04,Kazakhstan,18826888,306861,4049,29,1173,2847,
2020-05-05,Kazakhstan,18826888,320411,4205,29,1279,2897,
2020-05-06,Kazakhstan,18826888,336480,4422,30,1408,2984,
2020-05-07,Kazakhstan,18826888,353843,4578,30,1518,3030,
2020-05-08,Kazakhstan,18826888,371126,4834,31,1631,3172,
2020-05-09,Kazakhstan,18826888,385104,4975,31,1776,3168,
2020-05-10,Kazakhstan,18826888,398411,5090,31,1941,3118,
2020-05-11,Kazakhstan,18826888,408713,5207,32,2074,3101,
2020-05-12,Kazakhstan,18826888,422011,5279,32,2223,3024,
2020-05-13,Kazakhstan,18826888,439495,5417,32,2408,2977,
2020-05-14,Kazakhstan,18826888,459736,5571,32,2531,3008,
2020-05-15,Kazakhstan,18826888,483236,5689,34,2707,2948,
2020-05-16,Kazakhstan,18826888,505216,5850,34,2980,2836,
2020-05-17,Kazakhstan,18826888,505216,6157,34,3256,2867,
2020-05-18,Kazakhstan,18826888,540708,6440,35,3469,2936,
2020-05-19,Kazakhstan,18826888,553062,6751,35,3598,3118,
2020-05-20,Kazakhstan,18826888,571547,6969,35,3734,3200,
2020-05-21,Kazakhstan,18826888,591502,7234,35,3843,3356,
2020-05-22,Kazakhstan,18826888,612997,7597,35,4096,3466,
2020-05-23,Kazakhstan,18826888,635712,7919,35,4214,3670,
2020-05-24,Kazakhstan,18826888,657214,8322,35,4352,3935,
2020-05-25,Kazakhstan,18826888,671774,8531,35,4515,3981,
2020-05-26,Kazakhstan,18826888,687249,8969,37,4613,4319,
2020-05-27,Kazakhstan,18826888,710352,9304,37,4768,4499,
2020-05-28,Kazakhstan,18826888,735273,9576,37,4900,4639,
2020-05-29,Kazakhstan,18826888,761727,9932,37,5057,4838,
2020-05-30,Kazakhstan,18826888,788289,10382,38,5220,5124,
2020-05-31,Kazakhstan,18826888,812881,10858,40,5404,5414,
