Date,Country,Population,Total_Tests,Total_Cases,Total_Deaths,Total_Recovered,Active_Cases,New Cases,New Deaths,Percentage_Positive,Serious_or_Critical
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,5
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,5
,,,,,,,,,,,
,,,,,,,,,,,5
,,,,,,,,,,,2
,,,,,,,,,,,3
,,,,,,,,,,,5
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,7
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,4
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,4
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,16817
,,,,,,,,,,,8944
,,,,,,,,,,,8318
,,,,,,,,,,,2300
,,,,,,,,,,,1519
,,,,,,,,,,,1493
,,,,,,,,,,,3480
,,,,,,,,,,,522
,,,,,,,,,,,539
,,,,,,,,,,,1832
,,,,,,,,,,,384
,,,,,,,,,,,1077
,,,,,,,,,,,3869
,,,,,,,,,,,70
,,,,,,,,,,,
,,,,,,,,,,,1682
,,,,,,,,,,,614
,,,,,,,,,,,725
,,,,,,,,,,,735
,,,,,,,,,,,68
,,,,,,,,,,,717
,,,,,,,,,,,231
,,,,,,,,,,,
,,,,,,,,,,,389
,,,,,,,,,,,177
,,,,,,,,,,,61
,,,,,,,,,,,71
,,,,,,,,,,,331
,,,,,,,,,,,64
,,,,,,,,,,,489
,,,,,,,,,,,288
,,,,,,,,,,,221
,,,,,,,,,,,154
,,,,,,,,,,,41
,,,,,,,,,,,31
,,,,,,,,,,,83
,,,,,,,,,,,94
,,,,,,,,,,,51
,,,,,,,,,,,151
,,,,,,,,,,,27
,,,,,,,,,,,5
,,,,,,,,,,,24
,,,,,,,,,,,
,,,,,,,,,,,85
,,,,,,,,,,,237
,,,,,,,,,,,
,,,,,,,,,,,43
,,,,,,,,,,,216
,,,,,,,,,,,39
,,,,,,,,,,,85
,,,,,,,,,,,37
,,,,,,,,,,,128
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,7
,,,,,,,,,,,410
,,,,,,,,,,,41
,,,,,,,,,,,24
,,,,,,,,,,,15
,,,,,,,,,,,
,,,,,,,,,,,362
,,,,,,,,,,,5
,,,,,,,,,,,24
,,,,,,,,,,,
,,,,,,,,,,,31
,,,,,,,,,,,21
,,,,,,,,,,,44
,,,,,,,,,,,
,,,,,,,,,,,63
,,,,,,,,,,,6
,,,,,,,,,,,52
,,,,,,,,,,,72
,,,,,,,,,,,
,,,,,,,,,,,391
,,,,,,,,,,,51
,,,,,,,,,,,
,,,,,,,,,,,12
,,,,,,,,,,,1
,,,,,,,,,,,30
,,,,,,,,,,,
,,,,,,,,,,,63
,,,,,,,,,,,7
,,,,,,,,,,,4
,,,,,,,,,,,83
,,,,,,,,,,,30
,,,,,,,,,,,13
,,,,,,,,,,,39
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,15
,,,,,,,,,,,
,,,,,,,,,,,18
,,,,,,,,,,,24
,,,,,,,,,,,7
,,,,,,,,,,,8
,,,,,,,,,,,12
,,,,,,,,,,,17
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,8
,,,,,,,,,,,
,,,,,,,,,,,4
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,11
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,31
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,3
,,,,,,,,,,,20
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,24
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,6
,,,,,,,,,,,2
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,3
,,,,,,,,,,,61
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,5
,,,,,,,,,,,
,,,,,,,,,,,8
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,6
,,,,,,,,,,,2
,,,,,,,,,,,3
,,,,,,,,,,,5
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,7
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,16801
,,,,,,,,,,,8944
,,,,,,,,,,,8318
,,,,,,,,,,,2300
,,,,,,,,,,,1519
,,,,,,,,,,,1493
,,,,,,,,,,,3503
,,,,,,,,,,,541
,,,,,,,,,,,539
,,,,,,,,,,,1853
,,,,,,,,,,,379
,,,,,,,,,,,1072
,,,,,,,,,,,3794
,,,,,,,,,,,76
,,,,,,,,,,,
,,,,,,,,,,,1675
,,,,,,,,,,,587
,,,,,,,,,,,722
,,,,,,,,,,,749
,,,,,,,,,,,69
,,,,,,,,,,,717
,,,,,,,,,,,236
,,,,,,,,,,,
,,,,,,,,,,,390
,,,,,,,,,,,177
,,,,,,,,,,,62
,,,,,,,,,,,71
,,,,,,,,,,,350
,,,,,,,,,,,66
,,,,,,,,,,,489
,,,,,,,,,,,287
,,,,,,,,,,,221
,,,,,,,,,,,153
,,,,,,,,,,,41
,,,,,,,,,,,31
,,,,,,,,,,,82
,,,,,,,,,,,95
,,,,,,,,,,,56
,,,,,,,,,,,151
,,,,,,,,,,,26
,,,,,,,,,,,5
,,,,,,,,,,,20
,,,,,,,,,,,
,,,,,,,,,,,84
,,,,,,,,,,,243
,,,,,,,,,,,
,,,,,,,,,,,49
,,,,,,,,,,,248
,,,,,,,,,,,41
,,,,,,,,,,,85
,,,,,,,,,,,36
,,,,,,,,,,,124
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,7
,,,,,,,,,,,410
,,,,,,,,,,,41
,,,,,,,,,,,22
,,,,,,,,,,,14
,,,,,,,,,,,
,,,,,,,,,,,362
,,,,,,,,,,,5
,,,,,,,,,,,24
,,,,,,,,,,,
,,,,,,,,,,,31
,,,,,,,,,,,22
,,,,,,,,,,,44
,,,,,,,,,,,
,,,,,,,,,,,63
,,,,,,,,,,,6
,,,,,,,,,,,52
,,,,,,,,,,,73
,,,,,,,,,,,
,,,,,,,,,,,391
,,,,,,,,,,,47
,,,,,,,,,,,
,,,,,,,,,,,18
,,,,,,,,,,,1
,,,,,,,,,,,30
,,,,,,,,,,,
,,,,,,,,,,,73
,,,,,,,,,,,6
,,,,,,,,,,,4
,,,,,,,,,,,76
,,,,,,,,,,,28
,,,,,,,,,,,12
,,,,,,,,,,,38
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,15
,,,,,,,,,,,
,,,,,,,,,,,5
,,,,,,,,,,,24
,,,,,,,,,,,7
,,,,,,,,,,,8
,,,,,,,,,,,12
,,,,,,,,,,,15
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,7
,,,,,,,,,,,
,,,,,,,,,,,4
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,11
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,30
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,3
,,,,,,,,,,,20
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,24
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,6
,,,,,,,,,,,2
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,3
,,,,,,,,,,,61
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,5
,,,,,,,,,,,
,,,,,,,,,,,8
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,
,,,,,,,,,,,9
,,,,,,,,,,,2
,,,,,,,,,,,3
,,,,,,,,,,,5
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,7
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,4
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,16739
,,,,,,,,,,,8944
,,,,,,,,,,,8318
,,,,,,,,,,,2300
,,,,,,,,,,,1506
,,,,,,,,,,,1493
,,,,,,,,,,,3518
,,,,,,,,,,,541
,,,,,,,,,,,539
,,,,,,,,,,,1907
,,,,,,,,,,,380
,,,,,,,,,,,1058
,,,,,,,,,,,3850
,,,,,,,,,,,76
,,,,,,,,,,,
,,,,,,,,,,,1652
,,,,,,,,,,,637
,,,,,,,,,,,731
,,,,,,,,,,,762
,,,,,,,,,,,64
,,,,,,,,,,,717
,,,,,,,,,,,236
,,,,,,,,,,,
,,,,,,,,,,,398
,,,,,,,,,,,177
,,,,,,,,,,,62
,,,,,,,,,,,71
,,,,,,,,,,,351
,,,,,,,,,,,66
,,,,,,,,,,,504
,,,,,,,,,,,273
,,,,,,,,,,,221
,,,,,,,,,,,152
,,,,,,,,,,,41
,,,,,,,,,,,31
,,,,,,,,,,,74
,,,,,,,,,,,97
,,,,,,,,,,,54
,,,,,,,,,,,151
,,,,,,,,,,,26
,,,,,,,,,,,5
,,,,,,,,,,,20
,,,,,,,,,,,
,,,,,,,,,,,79
,,,,,,,,,,,243
,,,,,,,,,,,
,,,,,,,,,,,48
,,,,,,,,,,,248
,,,,,,,,,,,42
,,,,,,,,,,,85
,,,,,,,,,,,33
,,,,,,,,,,,131
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,7
,,,,,,,,,,,277
,,,,,,,,,,,41
,,,,,,,,,,,22
,,,,,,,,,,,14
,,,,,,,,,,,
,,,,,,,,,,,362
,,,,,,,,,,,5
,,,,,,,,,,,24
,,,,,,,,,,,
,,,,,,,,,,,31
,,,,,,,,,,,22
,,,,,,,,,,,44
,,,,,,,,,,,
,,,,,,,,,,,64
,,,,,,,,,,,6
,,,,,,,,,,,46
,,,,,,,,,,,71
,,,,,,,,,,,
,,,,,,,,,,,391
,,,,,,,,,,,43
,,,,,,,,,,,
,,,,,,,,,,,25
,,,,,,,,,,,1
,,,,,,,,,,,30
,,,,,,,,,,,
,,,,,,,,,,,73
,,,,,,,,,,,7
,,,,,,,,,,,4
,,,,,,,,,,,80
,,,,,,,,,,,31
,,,,,,,,,,,12
,,,,,,,,,,,38
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,15
,,,,,,,,,,,
,,,,,,,,,,,4
,,,,,,,,,,,24
,,,,,,,,,,,7
,,,,,,,,,,,8
,,,,,,,,,,,12
,,,,,,,,,,,15
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,7
,,,,,,,,,,,
,,,,,,,,,,,4
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,11
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,29
,,,,,,,,,,,2
,,,,,,,,,,,4
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,3
,,,,,,,,,,,20
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,24
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,6
,,,,,,,,,,,2
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,3
,,,,,,,,,,,61
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,5
,,,,,,,,,,,
,,,,,,,,,,,11
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,
,,,,,,,,,,,9
,,,,,,,,,,,2
,,,,,,,,,,,3
,,,,,,,,,,,5
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,7
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,4
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,16717
,,,,,,,,,,,8944
,,,,,,,,,,,8318
,,,,,,,,,,,2300
,,,,,,,,,,,1515
,,,,,,,,,,,1493
,,,,,,,,,,,3450
,,,,,,,,,,,541
,,,,,,,,,,,539
,,,,,,,,,,,1922
,,,,,,,,,,,383
,,,,,,,,,,,1027
,,,,,,,,,,,3841
,,,,,,,,,,,72
,,,,,,,,,,,
,,,,,,,,,,,1644
,,,,,,,,,,,661
,,,,,,,,,,,696
,,,,,,,,,,,783
,,,,,,,,,,,69
,,,,,,,,,,,717
,,,,,,,,,,,236
,,,,,,,,,,,
,,,,,,,,,,,398
,,,,,,,,,,,177
,,,,,,,,,,,62
,,,,,,,,,,,71
,,,,,,,,,,,359
,,,,,,,,,,,68
,,,,,,,,,,,480
,,,,,,,,,,,273
,,,,,,,,,,,221
,,,,,,,,,,,154
,,,,,,,,,,,41
,,,,,,,,,,,31
,,,,,,,,,,,85
,,,,,,,,,,,97
,,,,,,,,,,,53
,,,,,,,,,,,151
,,,,,,,,,,,26
,,,,,,,,,,,5
,,,,,,,,,,,17
,,,,,,,,,,,
,,,,,,,,,,,81
,,,,,,,,,,,254
,,,,,,,,,,,
,,,,,,,,,,,46
,,,,,,,,,,,248
,,,,,,,,,,,47
,,,,,,,,,,,86
,,,,,,,,,,,34
,,,,,,,,,,,131
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,7
,,,,,,,,,,,259
,,,,,,,,,,,41
,,,,,,,,,,,22
,,,,,,,,,,,14
,,,,,,,,,,,
,,,,,,,,,,,362
,,,,,,,,,,,5
,,,,,,,,,,,24
,,,,,,,,,,,
,,,,,,,,,,,31
,,,,,,,,,,,23
,,,,,,,,,,,44
,,,,,,,,,,,
,,,,,,,,,,,69
,,,,,,,,,,,6
,,,,,,,,,,,46
,,,,,,,,,,,75
,,,,,,,,,,,
,,,,,,,,,,,391
,,,,,,,,,,,39
,,,,,,,,,,,
,,,,,,,,,,,30
,,,,,,,,,,,2
,,,,,,,,,,,30
,,,,,,,,,,,
,,,,,,,,,,,74
,,,,,,,,,,,7
,,,,,,,,,,,4
,,,,,,,,,,,87
,,,,,,,,,,,31
,,,,,,,,,,,12
,,,,,,,,,,,38
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,15
,,,,,,,,,,,
,,,,,,,,,,,8
,,,,,,,,,,,24
,,,,,,,,,,,9
,,,,,,,,,,,8
,,,,,,,,,,,12
,,,,,,,,,,,15
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,7
,,,,,,,,,,,
,,,,,,,,,,,4
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,11
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,26
,,,,,,,,,,,2
,,,,,,,,,,,4
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,3
,,,,,,,,,,,20
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,24
,,,,,,,,,,,6
,,,,,,,,,,,
,,,,,,,,,,,6
,,,,,,,,,,,2
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,3
,,,,,,,,,,,61
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,5
,,,,,,,,,,,
,,,,,,,,,,,13
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,
,,,,,,,,,,,9
,,,,,,,,,,,2
,,,,,,,,,,,3
,,,,,,,,,,,5
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,7
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,4
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,16483
,,,,,,,,,,,8944
,,,,,,,,,,,8318
,,,,,,,,,,,2300
,,,,,,,,,,,1525
,,,,,,,,,,,1493
,,,,,,,,,,,3264
,,,,,,,,,,,658
,,,,,,,,,,,539
,,,,,,,,,,,1960
,,,,,,,,,,,399
,,,,,,,,,,,1014
,,,,,,,,,,,3848
,,,,,,,,,,,72
,,,,,,,,,,,
,,,,,,,,,,,1635
,,,,,,,,,,,661
,,,,,,,,,,,686
,,,,,,,,,,,796
,,,,,,,,,,,65
,,,,,,,,,,,717
,,,,,,,,,,,245
,,,,,,,,,,,
,,,,,,,,,,,416
,,,,,,,,,,,177
,,,,,,,,,,,62
,,,,,,,,,,,71
,,,,,,,,,,,370
,,,,,,,,,,,67
,,,,,,,,,,,494
,,,,,,,,,,,242
,,,,,,,,,,,221
,,,,,,,,,,,154
,,,,,,,,,,,41
,,,,,,,,,,,31
,,,,,,,,,,,87
,,,,,,,,,,,99
,,,,,,,,,,,41
,,,,,,,,,,,149
,,,,,,,,,,,22
,,,,,,,,,,,5
,,,,,,,,,,,15
,,,,,,,,,,,
,,,,,,,,,,,83
,,,,,,,,,,,259
,,,,,,,,,,,
,,,,,,,,,,,46
,,,,,,,,,,,248
,,,,,,,,,,,44
,,,,,,,,,,,86
,,,,,,,,,,,33
,,,,,,,,,,,143
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,7
,,,,,,,,,,,249
,,,,,,,,,,,41
,,,,,,,,,,,22
,,,,,,,,,,,16
,,,,,,,,,,,
,,,,,,,,,,,575
,,,,,,,,,,,5
,,,,,,,,,,,24
,,,,,,,,,,,
,,,,,,,,,,,31
,,,,,,,,,,,23
,,,,,,,,,,,44
,,,,,,,,,,,
,,,,,,,,,,,66
,,,,,,,,,,,5
,,,,,,,,,,,44
,,,,,,,,,,,76
,,,,,,,,,,,
,,,,,,,,,,,312
,,,,,,,,,,,38
,,,,,,,,,,,
,,,,,,,,,,,32
,,,,,,,,,,,5
,,,,,,,,,,,30
,,,,,,,,,,,
,,,,,,,,,,,65
,,,,,,,,,,,9
,,,,,,,,,,,5
,,,,,,,,,,,74
,,,,,,,,,,,31
,,,,,,,,,,,12
,,,,,,,,,,,45
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,19
,,,,,,,,,,,
,,,,,,,,,,,8
,,,,,,,,,,,24
,,,,,,,,,,,8
,,,,,,,,,,,8
,,,,,,,,,,,12
,,,,,,,,,,,14
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,2
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,7
,,,,,,,,,,,
,,,,,,,,,,,4
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,11
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,27
,,,,,,,,,,,2
,,,,,,,,,,,4
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,3
,,,,,,,,,,,21
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,24
,,,,,,,,,,,6
,,,,,,,,,,,
,,,,,,,,,,,6
,,,,,,,,,,,5
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,6
,,,,,,,,,,,3
,,,,,,,,,,,83
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,5
,,,,,,,,,,,
,,,,,,,,,,,13
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,4
,,,,,,,,,,,
,,,,,,,,,,,10
,,,,,,,,,,,2
,,,,,,,,,,,8
,,,,,,,,,,,5
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,8
,,,,,,,,,,,
,,,,,,,,,,,7
,,,,,,,,,,,
,,,,,,,,,,,
