Date,Country,Population,Total_Tests,Total_Cases,Total_Deaths,Total_Recovered,Active_Cases,New Cases,New Deaths,Percentage_Positive,Serious_or_Critical
07-09-2020,Latvia,1881333,265305,1429,35,1187,207,,,0.075956782,2
09-09-2020,Latvia,1881333,270097,1443,35,1234,174,,,0.076700935,2
10-09-2020,Latvia,1881333,272381,1448,35,1248,165,,,0.076966704,1
11-09-2020,Latvia,1881333,274826,1459,35,1248,176,,,0.077551396,1
13-09-2020,Latvia,1881333,278667,1474,35,1248,191,,,0.078348703,1
15-09-2020,Latvia,1881333,282835,1482,35,1248,199,,,0.078773933,2
16-09-2020,Latvia,1881333,285876,1486,35,1248,203,,,0.078986548,1
18-09-2020,Latvia,1881333,290907,1498,36,1248,214,,,0.079624394,5
19-09-2020,Latvia,1881333,293309,1515,36,1248,231,,,0.080528009,2
20-09-2020,Latvia,1881333,295242,1525,36,1248,241,,,0.081059547,1
20-04-2020,Lebanon,6818397,20929,677,21,103,553,,,0.00992902,4
23-04-2020,Lebanon,6818397,24210,688,22,140,526,,,0.010090348,2
25-04-2020,Lebanon,6818397,26467,704,24,143,537,,,0.010325007,4
26-04-2020,Lebanon,6818397,27827,707,24,145,538,,,0.010369006,8
27-04-2020,Lebanon,6818397,29367,710,24,145,541,,,0.010413005,1
04-05-2020,Lebanon,6818397,41014,740,25,200,515,,,0.010852991,1
11-05-2020,Lebanon,6818397,51731,859,26,234,599,,,0.012598269,7
20-05-2020,Lebanon,6818397,65363,961,26,251,684,,,0.014094222,1
21-05-2020,Lebanon,6818397,67510,1024,26,663,335,,,0.015018193,8
22-05-2020,Lebanon,6818397,69610,1086,26,663,397,,,0.015927497,1
27-05-2020,Lebanon,6818397,77488,1161,26,692,443,,,0.017027463,1
28-05-2020,Lebanon,6818397,78947,1168,26,699,443,,,0.017130126,2
29-05-2020,Lebanon,6818397,80239,1172,26,705,441,,,0.017188791,1
01-06-2020,Lebanon,6818397,84176,1233,27,715,491,,,0.018083429,1
22-06-2020,Lebanon,6818397,117080,1603,32,1077,494,,,0.023509925,16477
23-06-2020,Lebanon,6818397,118534,1622,32,1098,492,,,0.023788583,8944
24-06-2020,Lebanon,6818397,120315,1644,33,1103,508,,,0.024111239,8318
25-06-2020,Lebanon,6818397,122351,1662,33,1144,485,,,0.024375231,2300
26-06-2020,Lebanon,6818397,125058,1697,33,1144,520,,,0.024888548,1143
27-06-2020,Lebanon,6818397,127693,1719,33,1153,533,,,0.025211204,335
28-06-2020,Lebanon,6818397,128894,1740,34,1153,553,,,0.025519195,378
29-06-2020,Lebanon,6818397,129668,1745,34,1170,541,,,0.025592526,617
30-06-2020,Lebanon,6818397,132639,1778,34,1183,561,,,0.02607651,208
01-07-2020,Lebanon,6818397,135662,1788,34,1223,531,,,0.026223172,353
02-07-2020,Lebanon,6818397,138131,1796,35,1242,519,,,0.026340502,715
03-07-2020,Lebanon,6818397,141479,1830,35,1292,503,,,0.026839153,1996
04-07-2020,Lebanon,6818397,144418,1855,35,1304,516,,,0.027205808,2887
05-07-2020,Lebanon,6818397,146718,1873,36,1311,526,,,0.0274698,379
06-07-2020,Lebanon,6818397,149196,1885,36,1311,538,,,0.027645794,1
07-07-2020,Lebanon,6818397,152335,1907,36,1348,523,,,0.027968451,2027
08-07-2020,Lebanon,6818397,155893,1946,36,1368,542,,,0.028540433,224
09-07-2020,Lebanon,6818397,160153,2011,36,1368,607,,,0.029493736,111
10-07-2020,Lebanon,6818397,164616,2082,36,1402,644,,,0.030535036,803
11-07-2020,Lebanon,6818397,171444,2168,36,1402,730,,,0.03179633,148
12-07-2020,Lebanon,6818397,175327,2334,36,1420,878,,,0.03423092,82
13-07-2020,Lebanon,6818397,178945,2419,36,1423,960,,,0.035477547,376
15-07-2020,Lebanon,6818397,189723,2542,38,1455,1049,,,0.03728149,43
16-07-2020,Lebanon,6818397,194448,2599,40,1485,1074,,,0.038117464,350
17-07-2020,Lebanon,6818397,201186,2700,40,1485,1175,,,0.03959875,2026
18-07-2020,Lebanon,6818397,207514,2775,40,1485,1250,,,0.040698716,71
19-07-2020,Lebanon,6818397,209912,2859,40,1515,1304,,,0.041930677,273
20-07-2020,Lebanon,6818397,216702,2905,41,1562,1302,,,0.042605322,221
21-07-2020,Lebanon,6818397,223646,2980,41,1577,1362,,,0.043705287,195
22-07-2020,Lebanon,6818397,230049,3104,43,1607,1454,,,0.045523897,165
23-07-2020,Lebanon,6818397,235729,3260,43,1619,1598,,,0.047811824,121
24-07-2020,Lebanon,6818397,244448,3407,46,1666,1695,,,0.049967756,129
25-07-2020,Lebanon,6818397,254024,3582,47,1671,1864,,,0.052534342,41
26-07-2020,Lebanon,6818397,261251,3750,51,1692,2007,,,0.054998264,7
27-07-2020,Lebanon,6818397,268761,3882,51,1709,2122,,,0.056934203,50
28-07-2020,Lebanon,6818397,276797,4023,54,1710,2259,,,0.059002138,186
29-07-2020,Lebanon,6818397,286340,4205,55,1753,2397,,,0.061671387,55
30-07-2020,Lebanon,6818397,293452,4334,57,1753,2524,,,0.063563327,101
31-07-2020,Lebanon,6818397,302113,4555,61,1761,2733,,,0.066804558,272
01-08-2020,Lebanon,6818397,310851,4730,61,1761,2908,,,0.069371144,5
02-08-2020,Lebanon,6818397,316716,4885,62,1795,3028,,,0.071644406,13
03-08-2020,Lebanon,6818397,322725,5062,65,1837,3160,,,0.074240324,1
04-08-2020,Lebanon,6818397,322725,5271,65,1837,3369,,,0.07730556,71
05-08-2020,Lebanon,6818397,337195,5417,68,1880,3469,,,0.079446826,59
06-08-2020,Lebanon,6818397,345268,5672,70,1974,3628,,,0.083186708,89
07-08-2020,Lebanon,6818397,352998,5951,70,2042,3839,,,0.087278579,13
08-08-2020,Lebanon,6818397,358376,6223,78,2043,4102,,,0.091267786,32
09-08-2020,Lebanon,6818397,365731,6517,78,2127,4312,,,0.09557965,69
10-08-2020,Lebanon,6818397,371239,6812,80,2290,4442,,,0.09990618,6
11-08-2020,Lebanon,6818397,377221,7121,87,2377,4657,,,0.104438037,33
12-08-2020,Lebanon,6818397,383947,7413,89,2407,4917,,,0.108720569,4
14-08-2020,Lebanon,6818397,401016,8045,94,2551,5400,,,0.11798961,1
15-08-2020,Lebanon,6818397,408909,8442,97,2650,5695,,,0.123812092,7
16-08-2020,Lebanon,6818397,415273,8881,103,2724,6054,,,0.130250556,16
17-08-2020,Lebanon,6818397,420919,9337,105,2809,6423,,,0.136938345,41
18-08-2020,Lebanon,6818397,430162,9758,107,2852,6799,,,0.143112817,9
19-08-2020,Lebanon,6818397,437369,10347,109,2928,7310,,,0.151751211,16
20-08-2020,Lebanon,6818397,443709,10952,113,3040,7799,,,0.160624264,10
21-08-2020,Lebanon,6818397,451309,11580,116,3204,8260,,,0.16983464,440
22-08-2020,Lebanon,6818397,457149,12191,121,3346,8724,,,0.178795691,6
23-08-2020,Lebanon,6818397,462531,12698,123,3625,8950,,,0.186231456,30
24-08-2020,Lebanon,6818397,468266,13155,126,3704,9325,,,0.192933911,66
25-08-2020,Lebanon,6818397,476823,13687,138,3723,9826,,,0.200736331,19
26-08-2020,Lebanon,6818397,484150,14248,139,3955,10154,,,0.208964072,8
27-08-2020,Lebanon,6818397,493220,14937,146,4133,10658,,,0.219069086,7
29-08-2020,Lebanon,6818397,511468,16275,155,4484,11636,,,0.238692467,1
30-08-2020,Lebanon,6818397,520110,16870,160,4693,12017,,,0.247418858,17
31-08-2020,Lebanon,6818397,525556,17308,167,4811,12330,,,0.253842655,19
01-09-2020,Lebanon,6818397,536269,17777,171,4988,12618,,,0.260721105,8
03-09-2020,Lebanon,6818397,553931,18963,179,5338,13446,,,0.278115223,136
04-09-2020,Lebanon,6818397,563030,19490,183,5592,13715,,,0.285844312,2
05-09-2020,Lebanon,6818397,572248,20011,187,5868,13956,,,0.293485404,4
06-09-2020,Lebanon,6818397,581244,20426,191,6139,14096,,,0.299571879,15
07-09-2020,Lebanon,6818397,588158,20826,200,6430,14196,,,0.30543836,6
08-09-2020,Lebanon,6818397,599254,21324,207,6722,14395,,,0.31274213,28
10-09-2020,Lebanon,6818397,619265,22437,219,7312,14906,,,0.329065615,13
11-09-2020,Lebanon,6818397,629535,22983,229,7312,15442,,,0.337073362,15
12-09-2020,Lebanon,6818397,639423,23669,239,7936,15494,,,0.347134378,34
13-09-2020,Lebanon,6818397,647775,24310,241,8334,15735,,,0.356535414,9
14-09-2020,Lebanon,6818397,654005,24857,246,8765,15846,,,0.364557828,9
16-09-2020,Lebanon,6818397,677419,26083,259,9634,16190,,,0.382538594,16
17-09-2020,Lebanon,6818397,689210,26768,263,10217,16288,,,0.392584943,1
19-09-2020,Lebanon,6818397,713366,28297,286,11440,16571,,,0.415009569,6
20-09-2020,Lebanon,6818397,713366,29303,297,12047,16959,,,0.42976377,10
10-07-2020,Lesotho,2146074,5206,184,1,26,157,,,0.008573796,1
11-07-2020,Lesotho,2146074,5206,184,1,26,157,,,0.008573796,24
12-07-2020,Lesotho,2146074,5659,233,2,32,199,,,0.010857035,3
14-07-2020,Lesotho,2146074,6033,256,3,48,205,,,0.011928759,9
15-07-2020,Lesotho,2146074,6033,256,3,48,205,,,0.011928759,14
17-07-2020,Lesotho,2146074,6033,311,6,69,236,,,0.014491579,2
18-07-2020,Lesotho,2146074,7432,359,6,69,284,,,0.016728221,9
21-07-2020,Lesotho,2146074,7432,359,6,69,284,,,0.016728221,1
23-07-2020,Lesotho,2146074,7432,359,6,69,284,,,0.016728221,11
27-07-2020,Lesotho,2146074,7463,505,12,128,365,,,0.023531341,4
30-07-2020,Lesotho,2146074,7463,604,13,144,447,,,0.028144416,5
01-08-2020,Lesotho,2146074,8606,702,14,171,517,,,0.032710894,1
02-08-2020,Lesotho,2146074,8630,718,19,173,526,,,0.033456442,2
04-08-2020,Lesotho,2146074,8665,726,21,174,531,,,0.033829216,1
07-08-2020,Lesotho,2146074,8771,742,23,175,544,,,0.034574763,2
08-08-2020,Lesotho,2146074,8771,742,23,175,544,,,0.034574763,3
09-08-2020,Lesotho,2146074,8771,742,23,175,544,,,0.034574763,2
11-08-2020,Lesotho,2146074,8771,781,24,175,582,,,0.036392035,1
12-08-2020,Lesotho,2146074,8771,798,24,175,599,,,0.037184179,1
15-08-2020,Lesotho,2146074,11097,903,25,271,607,,,0.042076834,16
17-08-2020,Lesotho,2146074,11097,946,30,271,645,,,0.044080493,8
19-08-2020,Lesotho,2146074,11097,946,30,271,645,,,0.044080493,1
20-08-2020,Lesotho,2146074,12033,996,30,423,543,,,0.046410329,5
21-08-2020,Lesotho,2146074,13330,1015,30,472,513,,,0.047295666,2
23-08-2020,Lesotho,2146074,13330,1015,30,472,513,,,0.047295666,2
24-08-2020,Lesotho,2146074,13330,1015,30,472,513,,,0.047295666,1
25-08-2020,Lesotho,2146074,13330,1049,30,472,547,,,0.048879955,1
27-08-2020,Lesotho,2146074,15023,1051,31,526,494,,,0.048973148,1
29-08-2020,Lesotho,2146074,15023,1051,31,526,494,,,0.048973148,2
30-08-2020,Lesotho,2146074,15632,1085,31,528,526,,,0.050557437,1
01-09-2020,Lesotho,2146074,15632,1085,31,528,526,,,0.050557437,5
02-09-2020,Lesotho,2146074,15632,1085,31,528,526,,,0.050557437,2
03-09-2020,Lesotho,2146074,15632,1085,31,528,526,,,0.050557437,1
06-09-2020,Lesotho,2146074,15632,1148,31,528,589,,,0.05349303,4
09-09-2020,Lesotho,2146074,15632,1164,31,528,605,,,0.054238577,2
11-09-2020,Lesotho,2146074,15632,1245,33,528,684,,,0.058012911,4
12-09-2020,Lesotho,2146074,15632,1245,33,528,684,,,0.058012911,8
13-09-2020,Lesotho,2146074,15632,1245,33,528,684,,,0.058012911,1
20-09-2020,Lesotho,2146074,17865,1424,33,754,637,,,0.066353723,1
24-04-2020,Libya,6892098,1337,61,2,18,41,,,0.000885072,7
03-05-2020,Libya,6892098,2155,63,3,22,38,,,0.00091409,1
04-05-2020,Libya,6892098,2338,63,3,23,37,,,0.00091409,8
05-05-2020,Libya,6892098,2338,63,3,23,37,,,0.00091409,1
10-05-2020,Libya,6892098,3093,64,3,24,37,,,0.0009286,1
11-05-2020,Libya,6892098,3253,64,3,28,33,,,0.0009286,2
15-05-2020,Libya,6892098,3253,64,3,28,33,,,0.0009286,1
05-06-2020,Libya,6892098,8840,239,5,52,182,,,0.003467739,16510
06-06-2020,Libya,6892098,8840,256,5,52,199,,,0.003714399,8944
07-06-2020,Libya,6892098,9259,256,5,52,199,,,0.003714399,8318
08-06-2020,Libya,6892098,10525,332,5,57,270,,,0.004817111,2300
09-06-2020,Libya,6892098,10525,359,5,58,296,,,0.005208864,1144
10-06-2020,Libya,6892098,11070,378,5,59,314,,,0.005484542,335
11-06-2020,Libya,6892098,11765,393,5,59,329,,,0.005702182,378
12-06-2020,Libya,6892098,11765,409,6,59,344,,,0.005934332,617
13-06-2020,Libya,6892098,12867,418,8,62,348,,,0.006064917,208
14-06-2020,Libya,6892098,12867,454,10,63,381,,,0.006587254,353
15-06-2020,Libya,6892098,14029,467,10,70,387,,,0.006775876,701
16-06-2020,Libya,6892098,14029,484,10,76,398,,,0.007022535,2014
17-06-2020,Libya,6892098,16409,500,10,78,412,,,0.007254685,2898
18-06-2020,Libya,6892098,18236,510,10,81,419,,,0.007399779,330
19-06-2020,Libya,6892098,19061,520,10,83,427,,,0.007544872,1
20-06-2020,Libya,6892098,19061,544,10,98,436,,,0.007893097,2045
21-06-2020,Libya,6892098,19061,571,10,103,458,,,0.00828485,222
22-06-2020,Libya,6892098,20757,595,10,116,469,,,0.008633075,3219
23-06-2020,Libya,6892098,20757,639,17,132,490,,,0.009271487,846
24-06-2020,Libya,6892098,23075,670,18,138,514,,,0.009721278,127
25-06-2020,Libya,6892098,23075,698,18,140,540,,,0.01012754,82
26-06-2020,Libya,6892098,23075,713,18,142,553,,,0.010345181,349
28-06-2020,Libya,6892098,23075,762,21,196,545,,,0.01105614,44
29-06-2020,Libya,6892098,26339,802,23,206,573,,,0.011636515,353
30-06-2020,Libya,6892098,27047,824,24,209,591,,,0.011955721,2048
01-07-2020,Libya,6892098,27047,874,25,223,626,,,0.012681189,71
02-07-2020,Libya,6892098,28358,891,26,224,641,,,0.012927849,273
03-07-2020,Libya,6892098,29175,918,27,230,661,,,0.013319602,219
04-07-2020,Libya,6892098,29175,989,27,258,704,,,0.014349767,195
05-07-2020,Libya,6892098,29175,1046,32,261,753,,,0.015176801,175
06-07-2020,Libya,6892098,29175,1117,34,269,814,,,0.016206966,121
07-07-2020,Libya,6892098,31092,1182,35,295,852,,,0.017150075,132
08-07-2020,Libya,6892098,31092,1268,36,306,926,,,0.018397881,41
09-07-2020,Libya,6892098,32970,1342,38,307,997,,,0.019471575,7
10-07-2020,Libya,6892098,33734,1342,38,307,997,,,0.019471575,50
11-07-2020,Libya,6892098,33734,1389,38,340,1011,,,0.020153515,181
12-07-2020,Libya,6892098,34423,1433,39,341,1053,,,0.020791927,55
13-07-2020,Libya,6892098,35695,1512,40,367,1105,,,0.021938167,100
14-07-2020,Libya,6892098,36524,1563,42,370,1151,,,0.022678145,200
15-07-2020,Libya,6892098,37324,1589,43,373,1173,,,0.023055389,5
16-07-2020,Libya,6892098,38266,1652,46,379,1227,,,0.023969479,10
17-07-2020,Libya,6892098,38273,1704,47,380,1277,,,0.024723966,1
18-07-2020,Libya,6892098,38273,1791,48,385,1358,,,0.025986282,72
19-07-2020,Libya,6892098,40135,1866,48,418,1400,,,0.027074484,59
20-07-2020,Libya,6892098,40135,1980,49,441,1490,,,0.028728553,89
21-07-2020,Libya,6892098,42499,2088,50,479,1559,,,0.030295565,13
22-07-2020,Libya,6892098,44202,2176,53,489,1634,,,0.031572389,38
23-07-2020,Libya,6892098,44202,2314,56,501,1757,,,0.033574682,72
24-07-2020,Libya,6892098,47038,2424,57,504,1863,,,0.035170713,6
25-07-2020,Libya,6892098,47038,2547,58,510,1979,,,0.036955365,37
26-07-2020,Libya,6892098,47038,2669,60,553,2056,,,0.038725509,4
28-07-2020,Libya,6892098,50034,3017,67,579,2371,,,0.043774769,1
29-07-2020,Libya,6892098,50034,3222,76,596,2550,,,0.04674919,7
30-07-2020,Libya,6892098,50036,3438,73,604,2761,,,0.049883214,18
31-07-2020,Libya,6892098,50036,3621,74,618,2929,,,0.052538429,39
01-08-2020,Libya,6892098,52711,3691,80,619,2992,,,0.053554085,9
02-08-2020,Libya,6892098,52711,3837,83,623,3131,,,0.055672453,16
03-08-2020,Libya,6892098,52711,4063,93,625,3345,,,0.05895157,10
04-08-2020,Libya,6892098,54788,4224,96,633,3495,,,0.061287579,465
05-08-2020,Libya,6892098,55899,4475,99,640,3736,,,0.064929431,6
06-08-2020,Libya,6892098,59699,4879,107,652,4120,,,0.070791216,30
07-08-2020,Libya,6892098,59699,5079,108,660,4311,,,0.07369309,66
08-08-2020,Libya,6892098,61077,5232,113,691,4428,,,0.075913024,19
09-08-2020,Libya,6892098,61077,5451,119,701,4631,,,0.079090576,10
10-08-2020,Libya,6892098,62907,5929,125,724,5080,,,0.086026055,7
12-08-2020,Libya,6892098,68201,6611,132,778,5701,,,0.095921445,1
13-08-2020,Libya,6892098,68201,7050,135,816,6099,,,0.102291059,17
14-08-2020,Libya,6892098,73226,7327,139,848,6340,,,0.106310154,19
15-08-2020,Libya,6892098,75827,7738,145,894,6699,,,0.112273505,9
17-08-2020,Libya,6892098,79057,8579,157,969,7453,,,0.124475885,149
18-08-2020,Libya,6892098,82057,9068,164,1003,7901,,,0.131570967,2
19-08-2020,Libya,6892098,85500,9463,169,1018,8276,,,0.137302168,4
20-08-2020,Libya,6892098,88492,9707,173,1047,8487,,,0.140842455,15
21-08-2020,Libya,6892098,91289,10121,180,1053,8888,,,0.146849334,7
22-08-2020,Libya,6892098,93851,10437,188,1085,9164,,,0.151434295,28
24-08-2020,Libya,6892098,96524,11009,199,1096,9714,,,0.159733654,11
25-08-2020,Libya,6892098,96524,11281,203,1112,9966,,,0.163680203,14
26-08-2020,Libya,6892098,101310,11834,210,1152,10472,,,0.171703885,55
27-08-2020,Libya,6892098,101310,12274,219,1209,10846,,,0.178088007,8
28-08-2020,Libya,6892098,101310,12629,226,1310,11093,,,0.183238834,8
30-08-2020,Libya,6892098,111448,13423,232,1410,11781,,,0.194759274,21
31-08-2020,Libya,6892098,114145,13966,237,1459,12270,,,0.202637862,1
02-09-2020,Libya,6892098,114145,15156,250,1746,13160,,,0.219904012,7
03-09-2020,Libya,6892098,114145,15773,254,1856,13663,,,0.228856293,10
05-09-2020,Libya,6892098,131233,17094,272,2025,14797,,,0.248023171,1
06-09-2020,Libya,6892098,133989,17749,285,2081,15383,,,0.257526808,24
07-09-2020,Libya,6892098,133989,18834,296,2126,16412,,,0.273269475,2
09-09-2020,Libya,6892098,133989,20462,324,2329,17809,,,0.296890729,9
10-09-2020,Libya,6892098,133989,20939,339,2420,18180,,,0.303811699,14
12-09-2020,Libya,6892098,152757,22348,354,12100,9894,,,0.324255401,2
13-09-2020,Libya,6892098,157481,22781,362,12183,10236,,,0.330537958,9
16-09-2020,Libya,6892098,169190,24936,394,13498,11044,,,0.36180565,2
18-09-2020,Libya,6892098,176378,26438,418,14207,11813,,,0.383598724,11
19-04-2020,Liechtenstein,38153,900,81,1,55,25,,,0.212303095,4
22-04-2020,Liechtenstein,38153,900,81,1,55,25,,,0.212303095,5
24-04-2020,Liechtenstein,38153,900,81,1,55,25,,,0.212303095,1
25-04-2020,Liechtenstein,38153,900,81,1,55,25,,,0.212303095,2
27-04-2020,Liechtenstein,38153,900,82,1,55,26,,,0.214924121,1
30-04-2020,Liechtenstein,38153,900,82,1,55,26,,,0.214924121,2
01-05-2020,Liechtenstein,38153,900,82,1,55,26,,,0.214924121,3
02-05-2020,Liechtenstein,38153,900,82,1,55,26,,,0.214924121,2
04-05-2020,Liechtenstein,38153,900,82,1,55,26,,,0.214924121,1
05-05-2020,Liechtenstein,38153,900,82,1,55,26,,,0.214924121,1
08-05-2020,Liechtenstein,38153,900,82,1,55,26,,,0.214924121,16
10-05-2020,Liechtenstein,38153,900,82,1,55,26,,,0.214924121,11
12-05-2020,Liechtenstein,38153,900,82,1,55,26,,,0.214924121,1
13-05-2020,Liechtenstein,38153,900,82,1,55,26,,,0.214924121,5
14-05-2020,Liechtenstein,38153,900,82,1,55,26,,,0.214924121,2
16-05-2020,Liechtenstein,38153,900,82,1,55,26,,,0.214924121,2
17-05-2020,Liechtenstein,38153,900,82,1,55,26,,,0.214924121,1
18-05-2020,Liechtenstein,38153,900,82,1,55,26,,,0.214924121,1
20-05-2020,Liechtenstein,38153,900,82,1,55,26,,,0.214924121,1
22-05-2020,Liechtenstein,38153,900,82,1,55,26,,,0.214924121,2
23-05-2020,Liechtenstein,38153,900,82,1,55,26,,,0.214924121,1
25-05-2020,Liechtenstein,38153,900,82,1,55,26,,,0.214924121,5
26-05-2020,Liechtenstein,38153,900,82,1,55,26,,,0.214924121,2
27-05-2020,Liechtenstein,38153,900,82,1,55,26,,,0.214924121,1
30-05-2020,Liechtenstein,38153,900,82,1,55,26,,,0.214924121,4
02-06-2020,Liechtenstein,38153,900,82,1,55,26,,,0.214924121,2
04-06-2020,Liechtenstein,38153,900,82,1,55,26,,,0.214924121,4
05-06-2020,Liechtenstein,38153,900,82,1,55,26,,,0.214924121,1
06-06-2020,Liechtenstein,38153,900,82,1,55,26,,,0.214924121,1
13-06-2020,Liechtenstein,38153,900,82,1,55,26,,,0.214924121,1
20-06-2020,Liechtenstein,38153,900,82,1,55,26,,,0.214924121,7
29-06-2020,Liechtenstein,38153,900,82,1,81,0,,,0.214924121,1
30-06-2020,Liechtenstein,38153,900,82,1,81,0,,,0.214924121,8
01-07-2020,Liechtenstein,38153,900,82,1,81,0,,,0.214924121,1
06-07-2020,Liechtenstein,38153,900,84,1,81,2,,,0.220166173,1
07-07-2020,Liechtenstein,38153,900,84,1,81,2,,,0.220166173,2
10-07-2020,Liechtenstein,38153,900,84,1,81,2,,,0.220166173,1
11-07-2020,Liechtenstein,38153,900,84,1,81,2,,,0.220166173,1
01-08-2020,Liechtenstein,38153,900,88,1,85,2,,,0.230650277,16507
02-08-2020,Liechtenstein,38153,900,89,1,85,3,,,0.233271302,8944
03-08-2020,Liechtenstein,38153,900,89,1,85,3,,,0.233271302,8318
04-08-2020,Liechtenstein,38153,900,89,1,85,3,,,0.233271302,2300
05-08-2020,Liechtenstein,38153,900,89,1,85,3,,,0.233271302,1144
06-08-2020,Liechtenstein,38153,900,89,1,85,3,,,0.233271302,335
07-08-2020,Liechtenstein,38153,900,89,1,85,3,,,0.233271302,378
08-08-2020,Liechtenstein,38153,900,89,1,85,3,,,0.233271302,617
09-08-2020,Liechtenstein,38153,900,89,1,85,3,,,0.233271302,208
10-08-2020,Liechtenstein,38153,900,89,1,85,3,,,0.233271302,353
11-08-2020,Liechtenstein,38153,900,89,1,87,1,,,0.233271302,682
12-08-2020,Liechtenstein,38153,900,90,1,87,2,,,0.235892328,2009
13-08-2020,Liechtenstein,38153,900,90,1,87,2,,,0.235892328,2846
14-08-2020,Liechtenstein,38153,900,91,1,87,3,,,0.238513354,330
15-08-2020,Liechtenstein,38153,900,91,1,87,3,,,0.238513354,1
16-08-2020,Liechtenstein,38153,900,91,1,87,3,,,0.238513354,2122
17-08-2020,Liechtenstein,38153,900,94,1,87,6,,,0.246376432,222
18-08-2020,Liechtenstein,38153,900,97,1,88,8,,,0.254239509,3236
19-08-2020,Liechtenstein,38153,900,98,1,88,9,,,0.256860535,893
20-08-2020,Liechtenstein,38153,900,99,1,88,10,,,0.259481561,115
21-08-2020,Liechtenstein,38153,900,99,1,88,10,,,0.259481561,82
22-08-2020,Liechtenstein,38153,900,99,1,88,10,,,0.259481561,337
24-08-2020,Liechtenstein,38153,900,100,1,90,9,,,0.262102587,40
25-08-2020,Liechtenstein,38153,900,102,1,94,7,,,0.267344639,364
26-08-2020,Liechtenstein,38153,900,102,1,94,7,,,0.267344639,2058
27-08-2020,Liechtenstein,38153,900,105,1,96,8,,,0.275207716,71
28-08-2020,Liechtenstein,38153,900,106,1,96,9,,,0.277828742,273
29-08-2020,Liechtenstein,38153,900,107,1,97,9,,,0.280449768,225
30-08-2020,Liechtenstein,38153,900,107,1,97,9,,,0.280449768,200
31-08-2020,Liechtenstein,38153,900,107,1,97,9,,,0.280449768,173
01-09-2020,Liechtenstein,38153,900,107,1,97,9,,,0.280449768,121
02-09-2020,Liechtenstein,38153,900,107,1,97,9,,,0.280449768,132
03-09-2020,Liechtenstein,38153,900,107,1,97,9,,,0.280449768,41
04-09-2020,Liechtenstein,38153,900,107,1,97,9,,,0.280449768,7
05-09-2020,Liechtenstein,38153,900,107,1,97,9,,,0.280449768,42
06-09-2020,Liechtenstein,38153,900,107,1,97,9,,,0.280449768,165
07-09-2020,Liechtenstein,38153,900,107,1,97,9,,,0.280449768,48
08-09-2020,Liechtenstein,38153,900,107,1,97,9,,,0.280449768,97
09-09-2020,Liechtenstein,38153,900,108,1,105,2,,,0.283070794,193
10-09-2020,Liechtenstein,38153,900,109,1,105,3,,,0.28569182,5
11-09-2020,Liechtenstein,38153,900,109,1,105,3,,,0.28569182,11
12-09-2020,Liechtenstein,38153,900,111,1,105,5,,,0.290933872,1
13-09-2020,Liechtenstein,38153,900,111,1,105,5,,,0.290933872,68
14-09-2020,Liechtenstein,38153,900,111,1,105,5,,,0.290933872,62
15-09-2020,Liechtenstein,38153,900,111,1,105,5,,,0.290933872,89
16-09-2020,Liechtenstein,38153,900,111,1,105,5,,,0.290933872,13
17-09-2020,Liechtenstein,38153,900,112,1,108,3,,,0.293554897,38
18-09-2020,Liechtenstein,38153,900,112,1,108,3,,,0.293554897,72
19-09-2020,Liechtenstein,38153,900,113,1,109,3,,,0.296175923,6
20-09-2020,Liechtenstein,38153,900,113,1,109,3,,,0.296175923,36
18-04-2020,Lithuania,2713383,58816,1239,33,228,978,,,0.045662555,3
20-04-2020,Lithuania,2713383,66352,1326,37,242,1047,,,0.048868884,1
21-04-2020,Lithuania,2713383,70753,1350,38,298,1014,,,0.049753389,7
22-04-2020,Lithuania,2713383,76973,1370,38,357,975,,,0.050490476,19
23-04-2020,Lithuania,2713383,83591,1398,40,399,959,,,0.051522398,37
24-04-2020,Lithuania,2713383,90992,1410,40,430,940,,,0.051964651,9
25-04-2020,Lithuania,2713383,98948,1426,41,460,925,,,0.052554321,12
26-04-2020,Lithuania,2713383,104488,1438,41,467,930,,,0.052996573,10
27-04-2020,Lithuania,2713383,106775,1449,41,474,934,,,0.053401971,476
28-04-2020,Lithuania,2713383,111809,1344,44,536,764,,,0.049532263,6
29-04-2020,Lithuania,2713383,118201,1375,45,563,767,,,0.050674748,30
30-04-2020,Lithuania,2713383,125555,1385,45,589,751,,,0.051043292,66
01-05-2020,Lithuania,2713383,132768,1399,45,594,760,,,0.051559253,19
02-05-2020,Lithuania,2713383,141678,1406,46,635,729,,,0.051817233,11
03-05-2020,Lithuania,2713383,141678,1410,46,635,729,,,0.051964651,7
05-05-2020,Lithuania,2713383,149106,1423,46,678,699,,,0.052443757,1
06-05-2020,Lithuania,2713383,156493,1428,48,718,662,,,0.052628029,17
07-05-2020,Lithuania,2713383,164088,1433,49,739,645,,,0.052812301,19
08-05-2020,Lithuania,2713383,172191,1436,49,765,622,,,0.052922864,9
10-05-2020,Lithuania,2713383,183913,1479,50,828,601,,,0.054507602,143
11-05-2020,Lithuania,2713383,186565,1485,50,833,602,,,0.054728728,2
12-05-2020,Lithuania,2713383,192386,1491,50,850,591,,,0.054949854,4
13-05-2020,Lithuania,2713383,200264,1505,54,908,543,,,0.055465815,15
14-05-2020,Lithuania,2713383,208253,1511,54,934,523,,,0.055686941,8
